load_zone,timestamp,ZoneTotalCentralDispatch,TXPowerNet,StoragePowerNet,StorageNetDisCharge,WithdrawFromCentralGrid,StorageNetCharge
Henan,2025-03-21_08:00,30293.6,19379.9,173.621,0,49847.1,0
Henan,2025-03-21_12:00,35044.2,23391.9,0,0,58436.1,0
Henan,2025-03-21_16:00,36199.5,23221.7,0,0,59421.2,0
Henan,2025-03-21_20:00,36641.7,22343.7,0,0,58985.4,0
Henan,2025-04-11_00:00,34708.5,19884,0,0,54592.5,0
Henan,2025-04-11_04:00,29530.3,17867.1,0,0,47397.4,0
Henan,2025-04-11_08:00,27251.2,18462.5,0,0,45713.7,0
Henan,2025-04-11_12:00,31386,22284.7,0,0,53670.7,0
Henan,2025-04-11_16:00,34460.3,22122.4,0,0,56582.8,0
Henan,2025-04-11_20:00,34982.6,21286,0,0,56268.6,0
Henan,2025-05-22_00:00,35082.7,20484,0,0,55566.7,0
Henan,2025-05-22_04:00,29388.6,18406.3,796.085,0,48591,0
Henan,2025-05-22_08:00,25015.8,12846.5,0,0,37862.3,0
Henan,2025-05-22_12:00,22546.3,18832.6,0,0,41378.9,0
Henan,2025-05-22_16:00,30608.2,22790,0,0,53398.2,0
Henan,2025-05-22_20:00,39919,17969.9,0,0,57889,0
Henan,2025-06-16_00:00,39549.4,23732.5,0,0,63281.8,0
Henan,2025-06-16_04:00,34798,21325.2,173.621,0,56296.8,0
Henan,2025-06-16_08:00,27849.6,19645.5,0,0,47495.1,0
Henan,2025-06-16_12:00,30017.6,26597.8,0,0,56615.4,0
Henan,2025-06-16_16:00,42182.1,23304.5,0,0,65486.6,0
Henan,2025-06-16_20:00,42582.6,25405.9,0,0,67988.5,0
Henan,2025-07-22_00:00,51610.3,22327.5,0,0,73937.8,0
Henan,2025-07-22_04:00,43457.2,21514.8,0,0,64972,0
Henan,2025-07-22_08:00,36928.5,25431.6,0,0,62360.1,0
Henan,2025-07-22_12:00,44405.7,24943.7,0,0,69349.4,0
Henan,2025-07-22_16:00,52490.2,23304.5,0,0,75794.7,0
Henan,2025-07-22_20:00,63542.3,13862.3,0,0,77404.6,0
Henan,2025-08-19_00:00,40972.1,24984.3,0,0,65956.4,0
Henan,2025-08-19_04:00,39861,19405.2,0,0,59266.3,0
Henan,2025-08-19_08:00,36064.5,23198.2,0,0,59262.8,0
Henan,2025-08-19_12:00,36476,26980.7,230.983,0,63687.6,0
Henan,2025-08-19_16:00,44242,24203.5,0,0,68445.5,0
Henan,2025-08-19_20:00,49977.9,20629.1,0,0,70607,0
Henan,2025-09-20_00:00,33002.5,20124.5,0,0,53127,0
Henan,2025-09-20_04:00,29424,18083.2,230.983,0,47738.2,0
Henan,2025-09-20_08:00,28452.3,17289.2,0,0,45741.5,0
Henan,2025-09-20_12:00,28950.6,22554.2,0,0,51504.8,0
Henan,2025-09-20_16:00,33405.9,22390.1,0,0,55796,0
Henan,2025-09-20_20:00,36051.8,21543.5,0,0,57595.3,0
Henan,2025-10-26_00:00,30665.4,18699.4,0,0,49364.9,0
Henan,2025-10-26_04:00,27324,16802.7,230.983,0,44357.7,0
Henan,2025-10-26_08:00,22851.7,13113,0,0,35964.7,0
Henan,2025-10-26_12:00,19949.5,13539.1,0,0,33488.6,0
Henan,2025-10-26_16:00,30083.5,20804.5,0,0,50888.1,0
Henan,2025-10-26_20:00,34010.5,20017.9,0,0,54028.4,0
Henan,2025-11-19_00:00,32608,19884,0,0,52492,0
Henan,2025-11-19_04:00,29300.5,17867.1,0,0,47167.6,0
Henan,2025-11-19_08:00,25246,18462.5,0,0,43708.5,0
Henan,2025-11-19_12:00,23417.6,17873,0,0,41290.6,0
Henan,2025-11-19_16:00,34773.8,22122.4,0,0,56896.3,0
Henan,2025-11-19_20:00,35968.3,21286,0,0,57254.3,0
Henan,2025-12-16_00:00,37650.3,22656.5,0,0,60306.9,0
Henan,2025-12-16_04:00,33386.1,20358.4,0,0,53744.6,0
Henan,2025-12-16_08:00,28853.9,21036.9,0,0,49890.8,0
Henan,2025-12-16_12:00,26833.9,17280.9,0,0,44114.8,0
Henan,2025-12-16_16:00,38973.9,24542,0,0,63515.8,0
Henan,2025-12-16_20:00,39774.6,24254.1,0,0,64028.7,0
Hubei,2025-01-22_00:00,40965.4,-4670.31,0,0,36295.1,0
Hubei,2025-01-22_04:00,29422.9,3246.15,0,0,32669,0
Hubei,2025-01-22_08:00,34771.1,-2255.7,0,0,32515.4,0
Hubei,2025-01-22_12:00,40771.6,-5049.63,0,0,35722,0
Hubei,2025-01-22_16:00,46769.5,-7253.22,0,0,39516.2,0
Hubei,2025-01-22_20:00,42000.2,-4248.58,0,0,37751.6,0
Hubei,2025-02-08_00:00,23850.9,8094.45,0,0,31945.3,0
Hubei,2025-02-08_04:00,17892.4,10910.5,0,0,28802.9,0
Hubei,2025-02-08_08:00,18846.1,9916.77,0,0,28762.8,0
Hubei,2025-02-08_12:00,25787.4,7862.73,0,0,33650.1,0
Hubei,2025-02-08_16:00,28728.9,6652.08,0,0,35381,0
Hubei,2025-02-08_20:00,29697.9,3697.24,0,0,33395.2,0
Hubei,2025-03-21_00:00,22769.6,8062.53,0,0,30832.2,0
Hubei,2025-03-21_04:00,17278.9,10536.5,0,0,27815.4,0
Hubei,2025-03-21_08:00,19696.1,7881.02,0,0,27577.1,0
Hubei,2025-03-21_12:00,23580.6,8915.2,0,0,32495.8,0
Hubei,2025-03-21_16:00,33944.7,808.638,0,0,34753.3,0
Hubei,2025-03-21_20:00,30356.5,1893.66,0,0,32250.1,0
Hubei,2025-04-11_00:00,22831,8062.53,0,0,30893.6,0
Hubei,2025-04-11_04:00,16909.6,10311.3,0,0,27220.9,0
Hubei,2025-04-11_08:00,18656.8,8364.79,0,0,27021.6,0
Hubei,2025-04-11_12:00,22698.7,8440.05,0,0,31138.8,0
Hubei,2025-04-11_16:00,27948,5160.14,0,0,33108.1,0
Hubei,2025-04-11_20:00,24604.4,7277.25,0,0,31881.7,0
Hubei,2025-05-22_00:00,30349.3,753.104,0,0,31102.4,0
Hubei,2025-05-22_04:00,26517.8,1079.01,-820.018,820.018,27596.8,0
Hubei,2025-05-22_08:00,22846.6,3932.35,0,0,25385,1393.9
Hubei,2025-05-22_12:00,23713.4,5444.04,0,0,29157.4,0
Hubei,2025-05-22_16:00,31898,1283,0,0,33181,0
Hubei,2025-05-22_20:00,32877.5,-650.291,0,0,32227.2,0
Hubei,2025-06-16_00:00,37643.2,-3534.35,0,0,34108.8,0
Hubei,2025-06-16_04:00,37622.8,-6851.41,0,0,30771.4,0
Hubei,2025-06-16_08:00,23757.4,5273.8,0,0,29031.2,0
Hubei,2025-06-16_12:00,28142.9,4516.25,0,0,32659.1,0
Hubei,2025-06-16_16:00,39897.6,-2226.9,0,0,37670.7,0
Hubei,2025-06-16_20:00,38203.2,-2525.71,0,0,35677.5,0
Hubei,2025-07-22_00:00,42341.3,-2665.44,-24.1765,24.1765,39675.8,0
Hubei,2025-07-22_04:00,41715.4,-6101.2,0,0,35614.2,0
Hubei,2025-07-22_08:00,41340.6,-4883.35,0,0,35076.6,1380.63
Hubei,2025-07-22_12:00,46441.2,-6386.7,0,0,40054.5,0
Hubei,2025-07-22_16:00,45308.7,-2274.64,0,0,43034,0
Hubei,2025-07-22_20:00,39508.1,1077.5,-207.319,788.03,41166.3,0
Hubei,2025-08-19_00:00,38221.1,5880.89,0,0,43641.4,460.53
Hubei,2025-08-19_04:00,37933.7,1171.41,0,0,39105.1,0
Hubei,2025-08-19_08:00,39231.2,1007.81,0,0,38845.1,1393.9
Hubei,2025-08-19_12:00,41562.8,4322.83,-1065.23,1065.23,45885.6,0
Hubei,2025-08-19_16:00,40761.9,7083.3,0,25.7129,47870.9,0
Hubei,2025-08-19_20:00,38069.7,7270.23,0,0,45339.9,0
Hubei,2025-09-20_00:00,38690.2,-3082.07,0,0,35608.1,0
Hubei,2025-09-20_04:00,38195.9,-6071.87,0,0,32124,0
Hubei,2025-09-20_08:00,36566.2,-6187.3,0,0,30378.9,0
Hubei,2025-09-20_12:00,44416.9,-10155,0,0,34261.9,0
Hubei,2025-09-20_16:00,46807,-7921.16,0,0,38885.8,0
Hubei,2025-09-20_20:00,40538.5,-3292.79,0,0,37245.8,0
Hubei,2025-10-26_00:00,35436.9,-5147.07,0,0,30289.8,0
Hubei,2025-10-26_04:00,32392.6,-5722.56,0,0,26670,0
Hubei,2025-10-26_08:00,24845.9,147.549,0,0,24993.5,0
Hubei,2025-10-26_12:00,24260,4019.38,0,0,28279.4,0
Hubei,2025-10-26_16:00,40778.8,-8611.59,0,0,32167.2,0
Hubei,2025-10-26_20:00,37956.9,-7034.75,0,0,30922.2,0
Hubei,2025-11-19_00:00,30135.6,1999.49,0,0,32135.1,0
Hubei,2025-11-19_04:00,20733.6,7779.54,0,0,28513.1,0
Hubei,2025-11-19_08:00,23761.3,4251.45,0,0,28012.7,0
Hubei,2025-11-19_12:00,29153.6,1150.21,0,0,30303.8,0
Hubei,2025-11-19_16:00,36905.3,-2292.38,0,0,34612.9,0
Hubei,2025-11-19_20:00,34277,-1343.87,0,0,32933.1,0
Hubei,2025-12-16_00:00,40941.7,-4697.11,0,0,36244.6,0
Hubei,2025-12-16_04:00,28314.6,5421.11,0,0,32341.8,1393.9
Hubei,2025-12-16_08:00,26808.5,4987.43,0,0,31335.4,460.53
Hubei,2025-12-16_12:00,26858.2,7584.51,-32.8394,32.8394,34442.7,0
Hubei,2025-12-16_16:00,42963.5,-3764.23,-1058.1,1058.1,39199.3,0
Hubei,2025-12-16_20:00,37915.5,-543.319,0,0,37372.2,0
Hunan,2025-01-22_00:00,21871,13332.7,0,0,35203.7,0
Hunan,2025-01-22_04:00,16773.4,10224.5,0,0,26997.9,0
Hunan,2025-01-22_08:00,17594,10961.9,0,0,28556,0
Hunan,2025-01-22_12:00,18464,13705.2,0,0,32169.1,0
Hunan,2025-01-22_16:00,21432.8,13414.1,0,0,34847,0
Hunan,2025-01-22_20:00,22595.2,13778.3,0,0,36373.5,0
Hunan,2025-02-08_00:00,20783.2,12430.5,0,0,33213.7,0
Hunan,2025-02-08_04:00,15632.7,9532.64,0,0,25165.4,0
Hunan,2025-02-08_08:00,16209.5,10220.2,0,0,26429.6,0
Hunan,2025-02-08_12:00,18353.2,12777.7,0,0,31130.9,0
Hunan,2025-02-08_16:00,19414.8,12506.4,0,0,31921.2,0
Hunan,2025-02-08_20:00,21393,12845.9,0,0,34238.9,0
Hunan,2025-03-21_00:00,18606.5,11305.5,0,0,29912,0
Hunan,2025-03-21_04:00,14317.6,8669.92,0,0,22987.5,0
Hunan,2025-03-21_08:00,16105.4,7703.61,0,0,23421.2,387.808
Hunan,2025-03-21_12:00,19592.8,9238.53,0,0,28661.1,170.276
Hunan,2025-03-21_16:00,17871.2,11374.6,0,0,29245.7,0
Hunan,2025-03-21_20:00,19355.8,11683.3,-328.314,328.314,31039.1,0
Hunan,2025-04-11_00:00,18503.4,10715.6,0,0,29219,0
Hunan,2025-04-11_04:00,13575.7,8217.49,0,0,21793.1,0
Hunan,2025-04-11_08:00,14010.4,8810.16,0,0,22820.5,0
Hunan,2025-04-11_12:00,16949.2,11014.9,0,0,27964.1,0
Hunan,2025-04-11_16:00,17041.2,10781,0,0,27822.1,0
Hunan,2025-04-11_20:00,18828.7,11073.6,0,0,29902.4,0
Hunan,2025-05-22_00:00,18434.7,8594.03,0,0,27028.8,0
Hunan,2025-05-22_04:00,18687.6,1674.73,-328.314,328.314,20362.3,0
Hunan,2025-05-22_08:00,19231.6,1822.6,0,0,20634.8,419.489
Hunan,2025-05-22_12:00,20048.1,5942.12,0,0,25851.6,138.594
Hunan,2025-05-22_16:00,20843.2,5090.19,0,0,25933.4,0
Hunan,2025-05-22_20:00,19912,7527.6,0,0,27439.6,0
Hunan,2025-06-16_00:00,19582.3,11924.1,0,0,31506.4,0
Hunan,2025-06-16_04:00,15095.5,9144.28,0,0,24239.8,0
Hunan,2025-06-16_08:00,13778.1,9803.78,0,0,23581.9,0
Hunan,2025-06-16_12:00,15415.5,12257.2,0,0,27672.7,0
Hunan,2025-06-16_16:00,19683.4,11996.9,0,0,31680.3,0
Hunan,2025-06-16_20:00,19579.3,12322.5,0,0,31901.8,0
Hunan,2025-07-22_00:00,21953.4,13098.8,0,0,35052.2,0
Hunan,2025-07-22_04:00,16440,10045.2,33.1636,0,26518.3,0
Hunan,2025-07-22_08:00,17095.7,10769.6,0,0,27865.3,0
Hunan,2025-07-22_12:00,20806.8,13464.7,0,0,34271.5,0
Hunan,2025-07-22_16:00,20909.3,13178.8,0,0,34088.1,0
Hunan,2025-07-22_20:00,26334.2,9564.49,0,0,35898.7,0
Hunan,2025-08-19_00:00,24989.2,14892.1,0,0,39742.7,138.594
Hunan,2025-08-19_04:00,19247.6,11420.4,0,0,30248.5,419.489
Hunan,2025-08-19_08:00,19531.9,12244,0,0,31776,0
Hunan,2025-08-19_12:00,22943.2,15308.1,788.789,328.314,39368.4,0
Hunan,2025-08-19_16:00,26592.7,14983,49.5599,0,41625.3,0
Hunan,2025-08-19_20:00,33042.6,5746.34,0,0,38788.9,0
Hunan,2025-09-20_00:00,22064.9,13454.9,0,0,35519.7,0
Hunan,2025-09-20_04:00,17020.6,10318.2,0,0,27338.8,0
Hunan,2025-09-20_08:00,15819.7,11062.4,0,0,26882.1,0
Hunan,2025-09-20_12:00,17868.1,13830.7,0,0,31698.8,0
Hunan,2025-09-20_16:00,21082.7,13537,0,0,34619.7,0
Hunan,2025-09-20_20:00,22802.2,13904.5,0,0,36706.7,0
Hunan,2025-10-26_00:00,18105.2,10837.7,0,0,28942.9,0
Hunan,2025-10-26_04:00,13629.6,8311.17,0,0,21940.8,0
Hunan,2025-10-26_08:00,12668.5,8910.59,0,0,21579.1,0
Hunan,2025-10-26_12:00,14271,11140.4,0,0,25411.4,0
Hunan,2025-10-26_16:00,16981.1,10903.9,0,0,27885,0
Hunan,2025-10-26_20:00,18366.8,11199.9,0,0,29566.7,0
Hunan,2025-11-19_00:00,19686.6,12004.6,0,0,31691.3,0
Hunan,2025-11-19_04:00,15097.2,9206.06,0,0,24303.2,0
Hunan,2025-11-19_08:00,15556.4,9870.03,0,0,25426.4,0
Hunan,2025-11-19_12:00,17495,12340,0,0,29835,0
Hunan,2025-11-19_16:00,19251.1,12077.9,0,0,31329.1,0
Hunan,2025-11-19_20:00,20689,12405.8,0,0,33094.9,0
Hunan,2025-12-16_00:00,23520.4,13898.8,0,0,37419.2,0
Hunan,2025-12-16_04:00,17826.2,10702.9,0,0,28354.3,174.774
Hunan,2025-12-16_08:00,18194.1,11474.8,0,0,29285.6,383.31
Hunan,2025-12-16_12:00,19593.8,14346.3,352.01,158.904,34451,0
Hunan,2025-12-16_16:00,21307.5,14041.7,1038.89,169.41,36557.5,0
Hunan,2025-12-16_20:00,23652.3,14422.9,0,0,38075.1,0
Jiangxi,2025-01-22_00:00,13448.1,2938.2,0,0,16386.3,0
Jiangxi,2025-01-22_04:00,11696.3,2938.2,0,0,14634.5,0
Jiangxi,2025-01-22_08:00,11136.7,2938.2,0,0,14074.9,0
Jiangxi,2025-01-22_12:00,13273.7,2938.2,0,0,16211.9,0
Jiangxi,2025-01-22_16:00,14353.4,2938.2,0,0,17291.6,0
Jiangxi,2025-01-22_20:00,15339.6,2938.2,0,0,18277.8,0
Jiangxi,2025-02-08_00:00,10538.9,3796.95,0,0,14335.9,0
Jiangxi,2025-02-08_04:00,7939.33,4841.3,0,0,12780.6,0
Jiangxi,2025-02-08_08:00,8013.36,4040.32,0,0,12053.7,0
Jiangxi,2025-02-08_12:00,10021.1,2227.58,0,0,12248.7,0
Jiangxi,2025-02-08_16:00,9819.14,4973.18,0,0,14792.3,0
Jiangxi,2025-02-08_20:00,13095,2938.2,0,0,16033.2,0
Jiangxi,2025-03-21_00:00,12113.5,2938.2,0,0,15051.7,0
Jiangxi,2025-03-21_04:00,10463.5,2938.2,0,0,13401.7,0
Jiangxi,2025-03-21_08:00,10910.6,729.167,0,0,11639.7,0
Jiangxi,2025-03-21_12:00,13412,-288.203,0,0,13123.7,0
Jiangxi,2025-03-21_16:00,11910.2,2938.2,0,0,14848.4,0
Jiangxi,2025-03-21_20:00,13856.6,2938.2,0,0,16794.8,0
Jiangxi,2025-04-11_00:00,11603.5,2938.2,0,0,14541.7,0
Jiangxi,2025-04-11_04:00,10213.2,2938.2,0,0,13151.4,0
Jiangxi,2025-04-11_08:00,9400.37,2938.2,0,0,12338.6,0
Jiangxi,2025-04-11_12:00,11583.7,2938.2,0,0,14521.9,0
Jiangxi,2025-04-11_16:00,13051.1,2442.66,0,0,15493.7,0
Jiangxi,2025-04-11_20:00,13479,2938.2,0,0,16417.2,0
Jiangxi,2025-05-22_00:00,11508,2938.2,0,0,14446.2,0
Jiangxi,2025-05-22_04:00,10587.5,2413.26,0,0,13000.8,0
Jiangxi,2025-05-22_08:00,12080.2,-1587.25,0,0,10411.5,81.438
Jiangxi,2025-05-22_12:00,14782.9,-1832.76,0,0,12950.1,0
Jiangxi,2025-05-22_16:00,14423.9,661.486,0,0,15085.4,0
Jiangxi,2025-05-22_20:00,12006.4,4255.12,0,47.9091,16309.4,0
Jiangxi,2025-06-16_00:00,11911.6,3788.31,0,0,15699.9,0
Jiangxi,2025-06-16_04:00,11190.8,2938.2,0,0,14129,0
Jiangxi,2025-06-16_08:00,17758.9,-7343.66,0,0,10415.2,0
Jiangxi,2025-06-16_12:00,19570.9,-9294.36,0,0,10276.5,0
Jiangxi,2025-06-16_16:00,18425.8,-3092.07,0,0,15333.7,0
Jiangxi,2025-06-16_20:00,12348.1,5376.63,0,0,17724.8,0
Jiangxi,2025-07-22_00:00,13779.1,3657.04,0,0,17436.1,0
Jiangxi,2025-07-22_04:00,9749.36,5943.6,0,0,15693,0
Jiangxi,2025-07-22_08:00,9281.62,5068.74,0,0,14350.4,0
Jiangxi,2025-07-22_12:00,13002.3,1351.05,0,0,14353.4,0
Jiangxi,2025-07-22_16:00,15329.8,2938.2,0,0,18268,0
Jiangxi,2025-07-22_20:00,18406,1277.76,0,0,19683.8,0
Jiangxi,2025-08-19_00:00,18146.2,2280.17,0,0,20399.5,26.9062
Jiangxi,2025-08-19_04:00,19318.9,-1274.7,0,0,18044.2,0
Jiangxi,2025-08-19_08:00,13398.4,2938.2,0,0,16255.2,81.438
Jiangxi,2025-08-19_12:00,17973.6,-264.33,0,0,17709.3,0
Jiangxi,2025-08-19_16:00,20907.1,-255.242,0,63.7377,20715.6,0
Jiangxi,2025-08-19_20:00,25351.4,-2715.05,0,0,22636.3,0
Jiangxi,2025-09-20_00:00,14305.9,2938.2,0,0,17244.1,0
Jiangxi,2025-09-20_04:00,12580.5,2938.2,0,0,15518.8,0
Jiangxi,2025-09-20_08:00,14937.2,-3303.75,0,0,11633.4,0
Jiangxi,2025-09-20_12:00,15125.2,-3606.81,0,0,11518.4,0
Jiangxi,2025-09-20_16:00,14432.1,2938.2,0,0,17370.3,0
Jiangxi,2025-09-20_20:00,16530,2938.2,0,0,19468.2,0
Jiangxi,2025-10-26_00:00,13500.6,2938.2,0,0,16438.8,0
Jiangxi,2025-10-26_04:00,11855.8,2938.2,0,0,14794,0
Jiangxi,2025-10-26_08:00,13368.5,-1608.86,0,0,11759.7,0
Jiangxi,2025-10-26_12:00,14818.2,-4154.95,0,0,10663.2,0
Jiangxi,2025-10-26_16:00,14292.3,2938.2,0,0,17230.5,0
Jiangxi,2025-10-26_20:00,15796.3,2938.2,0,0,18734.5,0
Jiangxi,2025-11-19_00:00,12890.4,2938.2,0,0,15828.6,0
Jiangxi,2025-11-19_04:00,8970.71,5338.79,0,0,14309.5,0
Jiangxi,2025-11-19_08:00,10942.4,2938.2,0,0,13880.6,0
Jiangxi,2025-11-19_12:00,13023,2938.2,0,0,15961.2,0
Jiangxi,2025-11-19_16:00,15200.4,2938.2,0,0,18138.6,0
Jiangxi,2025-11-19_20:00,14931.8,2938.2,0,0,17870.1,0
Jiangxi,2025-12-16_00:00,15000.6,2938.2,0,0,17938.8,0
Jiangxi,2025-12-16_04:00,11666,4394.87,0,0,15979.4,81.438
Jiangxi,2025-12-16_08:00,13968,-601.439,0,0,13339.7,26.9062
Jiangxi,2025-12-16_12:00,14667,-2498.84,0,0,12168.2,0
Jiangxi,2025-12-16_16:00,15784,3001.94,-63.7377,63.7377,18785.9,0
Jiangxi,2025-12-16_20:00,17026.8,2938.2,0,0,19965,0
Sichuan,2025-01-22_00:00,89966.2,-53016.4,0,0,36949.7,0
Sichuan,2025-01-22_04:00,76588.8,-45642.7,0,0,30946.1,0
Sichuan,2025-01-22_08:00,87511.7,-55431.8,0,0,32079.9,0
Sichuan,2025-01-22_12:00,88697.4,-43282.8,0,0,45414.6,0
Sichuan,2025-01-22_16:00,101278,-53287,0,0,47991.1,0
Sichuan,2025-01-22_20:00,110799,-68048.6,0,0,42750.7,0
Sichuan,2025-02-08_00:00,85469,-53438.1,0,0,32030.9,0
Sichuan,2025-02-08_04:00,64941.3,-38086.3,0,0,26855,0
