GENERATION_PROJECT,timepoints,dispatch_slack_up
Anhui-Gas-2022,2025.08.19.04,0
Anhui-Gas-2022,2025.08.19.08,0
Anhui-Gas-2022,2025.08.19.12,0
Anhui-Gas-2022,2025.08.19.16,0
Anhui-Gas-2022,2025.08.19.20,0
Anhui-Gas-2022,2025.09.20.00,0
Anhui-Gas-2022,2025.09.20.04,0
Anhui-Gas-2022,2025.09.20.08,0
Anhui-Gas-2022,2025.09.20.12,0
Anhui-Gas-2022,2025.09.20.16,0
Anhui-Gas-2022,2025.09.20.20,0
Anhui-Gas-2022,2025.10.26.00,0
Anhui-Gas-2022,2025.10.26.04,0
Anhui-Gas-2022,2025.10.26.08,0
Anhui-Gas-2022,2025.10.26.12,0
Anhui-Gas-2022,2025.10.26.16,0
Anhui-Gas-2022,2025.10.26.20,0
Anhui-Gas-2022,2025.11.19.00,0
Anhui-Gas-2022,2025.11.19.04,0
Anhui-Gas-2022,2025.11.19.08,0
Anhui-Gas-2022,2025.11.19.12,0
Anhui-Gas-2022,2025.11.19.16,0
Anhui-Gas-2022,2025.11.19.20,0
Anhui-Gas-2022,2025.12.16.00,0
Anhui-Gas-2022,2025.12.16.04,0
Anhui-Gas-2022,2025.12.16.08,0
Anhui-Gas-2022,2025.12.16.12,0
Anhui-Gas-2022,2025.12.16.16,0
Anhui-Gas-2022,2025.12.16.20,0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,4192.43
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,5663.78
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,5137.12
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,5457.86
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,5276.63
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,4507.51
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,2359.14
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,5295.17
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,5388.54
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,2408.84
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,4606.86
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,5308.71
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,1952.36
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,2764.36
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,583.428
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,557.119
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,74.64
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,2396.71
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,1780.15
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,3935.71
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,3662
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,1462.3
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,1594.06
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,790.591
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,5177.8
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,2355.17
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,5401.31
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,3734.24
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,5598.32
Anhui-PV-2022,2025.01.22.00,0
Anhui-PV-2022,2025.01.22.04,0
Anhui-PV-2022,2025.01.22.08,0
Anhui-PV-2022,2025.01.22.12,0
Anhui-PV-2022,2025.01.22.16,0
Anhui-PV-2022,2025.01.22.20,0
Anhui-PV-2022,2025.02.08.00,0
Anhui-PV-2022,2025.02.08.04,0
Anhui-PV-2022,2025.02.08.08,0
Anhui-PV-2022,2025.02.08.12,0
Anhui-PV-2022,2025.02.08.16,0
Anhui-PV-2022,2025.02.08.20,0
Anhui-PV-2022,2025.03.21.00,0
Anhui-PV-2022,2025.03.21.04,0
Anhui-PV-2022,2025.03.21.08,0
Anhui-PV-2022,2025.03.21.12,0
Anhui-PV-2022,2025.03.21.16,0
Anhui-PV-2022,2025.03.21.20,0
Anhui-PV-2022,2025.04.11.00,0
Anhui-PV-2022,2025.04.11.04,0
Anhui-PV-2022,2025.04.11.08,0
Anhui-PV-2022,2025.04.11.12,0
Anhui-PV-2022,2025.04.11.16,0
Anhui-PV-2022,2025.04.11.20,0
Anhui-PV-2022,2025.05.22.00,0
Anhui-PV-2022,2025.05.22.04,0
Anhui-PV-2022,2025.05.22.08,0
Anhui-PV-2022,2025.05.22.12,0
Anhui-PV-2022,2025.05.22.16,0
Anhui-PV-2022,2025.05.22.20,0
Anhui-PV-2022,2025.06.16.00,0
Anhui-PV-2022,2025.06.16.04,0
Anhui-PV-2022,2025.06.16.08,0
Anhui-PV-2022,2025.06.16.12,0
Anhui-PV-2022,2025.06.16.16,0
Anhui-PV-2022,2025.06.16.20,0
Anhui-PV-2022,2025.07.22.00,0
Anhui-PV-2022,2025.07.22.04,0
Anhui-PV-2022,2025.07.22.08,0
Anhui-PV-2022,2025.07.22.12,0
Anhui-PV-2022,2025.07.22.16,0
Anhui-PV-2022,2025.07.22.20,0
Anhui-PV-2022,2025.08.19.00,0
Anhui-PV-2022,2025.08.19.04,0
Anhui-PV-2022,2025.08.19.08,0
Anhui-PV-2022,2025.08.19.12,0
Anhui-PV-2022,2025.08.19.16,0
Anhui-PV-2022,2025.08.19.20,0
Anhui-PV-2022,2025.09.20.00,0
Anhui-PV-2022,2025.09.20.04,0
Anhui-PV-2022,2025.09.20.08,0
Anhui-PV-2022,2025.09.20.12,0
Anhui-PV-2022,2025.09.20.16,0
Anhui-PV-2022,2025.09.20.20,0
Anhui-PV-2022,2025.10.26.00,0
Anhui-PV-2022,2025.10.26.04,0
Anhui-PV-2022,2025.10.26.08,0
Anhui-PV-2022,2025.10.26.12,0
Anhui-PV-2022,2025.10.26.16,0
Anhui-PV-2022,2025.10.26.20,0
Anhui-PV-2022,2025.11.19.00,0
Anhui-PV-2022,2025.11.19.04,0
Anhui-PV-2022,2025.11.19.08,0
Anhui-PV-2022,2025.11.19.12,0
Anhui-PV-2022,2025.11.19.16,0
Anhui-PV-2022,2025.11.19.20,0
Anhui-PV-2022,2025.12.16.00,0
Anhui-PV-2022,2025.12.16.04,0
Anhui-PV-2022,2025.12.16.08,0
Anhui-PV-2022,2025.12.16.12,0
Anhui-PV-2022,2025.12.16.16,0
Anhui-PV-2022,2025.12.16.20,0
Anhui-Wind-2022,2025.01.22.00,0
Anhui-Wind-2022,2025.01.22.04,0
Anhui-Wind-2022,2025.01.22.08,0
Anhui-Wind-2022,2025.01.22.12,0
Anhui-Wind-2022,2025.01.22.16,0
Anhui-Wind-2022,2025.01.22.20,0
Anhui-Wind-2022,2025.02.08.00,0
Anhui-Wind-2022,2025.02.08.04,0
Anhui-Wind-2022,2025.02.08.08,0
Anhui-Wind-2022,2025.02.08.12,0
Anhui-Wind-2022,2025.02.08.16,0
Anhui-Wind-2022,2025.02.08.20,0
Anhui-Wind-2022,2025.03.21.00,0
Anhui-Wind-2022,2025.03.21.04,0
Anhui-Wind-2022,2025.03.21.08,0
Anhui-Wind-2022,2025.03.21.12,0
Anhui-Wind-2022,2025.03.21.16,0
Anhui-Wind-2022,2025.03.21.20,0
Anhui-Wind-2022,2025.04.11.00,0
Anhui-Wind-2022,2025.04.11.04,0
Anhui-Wind-2022,2025.04.11.08,0
Anhui-Wind-2022,2025.04.11.12,0
Anhui-Wind-2022,2025.04.11.16,0
Anhui-Wind-2022,2025.04.11.20,0
Anhui-Wind-2022,2025.05.22.00,0
Anhui-Wind-2022,2025.05.22.04,0
Anhui-Wind-2022,2025.05.22.08,0
Anhui-Wind-2022,2025.05.22.12,0
Anhui-Wind-2022,2025.05.22.16,0
Anhui-Wind-2022,2025.05.22.20,0
Anhui-Wind-2022,2025.06.16.00,0
Anhui-Wind-2022,2025.06.16.04,0
Anhui-Wind-2022,2025.06.16.08,0
Anhui-Wind-2022,2025.06.16.12,0
Anhui-Wind-2022,2025.06.16.16,0
Anhui-Wind-2022,2025.06.16.20,0
Anhui-Wind-2022,2025.07.22.00,0
Anhui-Wind-2022,2025.07.22.04,0
Anhui-Wind-2022,2025.07.22.08,0
Anhui-Wind-2022,2025.07.22.12,0
Anhui-Wind-2022,2025.07.22.16,0
Anhui-Wind-2022,2025.07.22.20,0
Anhui-Wind-2022,2025.08.19.00,0
Anhui-Wind-2022,2025.08.19.04,0
Anhui-Wind-2022,2025.08.19.08,0
Anhui-Wind-2022,2025.08.19.12,0
Anhui-Wind-2022,2025.08.19.16,0
Anhui-Wind-2022,2025.08.19.20,0
Anhui-Wind-2022,2025.09.20.00,0
Anhui-Wind-2022,2025.09.20.04,0
Anhui-Wind-2022,2025.09.20.08,0
Anhui-Wind-2022,2025.09.20.12,0
Anhui-Wind-2022,2025.09.20.16,0
Anhui-Wind-2022,2025.09.20.20,0
Anhui-Wind-2022,2025.10.26.00,0
Anhui-Wind-2022,2025.10.26.04,0
Anhui-Wind-2022,2025.10.26.08,0
Anhui-Wind-2022,2025.10.26.12,0
Anhui-Wind-2022,2025.10.26.16,0
Anhui-Wind-2022,2025.10.26.20,0
Anhui-Wind-2022,2025.11.19.00,0
Anhui-Wind-2022,2025.11.19.04,0
Anhui-Wind-2022,2025.11.19.08,0
Anhui-Wind-2022,2025.11.19.12,0
Anhui-Wind-2022,2025.11.19.16,0
Anhui-Wind-2022,2025.11.19.20,0
Anhui-Wind-2022,2025.12.16.00,0
Anhui-Wind-2022,2025.12.16.04,0
Anhui-Wind-2022,2025.12.16.08,0
Anhui-Wind-2022,2025.12.16.12,0
Anhui-Wind-2022,2025.12.16.16,0
Anhui-Wind-2022,2025.12.16.20,0
Beijing-Central_PV-2022,2025.01.22.00,0
Beijing-Central_PV-2022,2025.01.22.04,0
Beijing-Central_PV-2022,2025.01.22.08,0
Beijing-Central_PV-2022,2025.01.22.12,0
Beijing-Central_PV-2022,2025.01.22.16,0
Beijing-Central_PV-2022,2025.01.22.20,0
Beijing-Central_PV-2022,2025.02.08.00,0
Beijing-Central_PV-2022,2025.02.08.04,0
Beijing-Central_PV-2022,2025.02.08.08,0
Beijing-Central_PV-2022,2025.02.08.12,0
Beijing-Central_PV-2022,2025.02.08.16,0
Beijing-Central_PV-2022,2025.02.08.20,0
Beijing-Central_PV-2022,2025.03.21.00,0
Beijing-Central_PV-2022,2025.03.21.04,0
Beijing-Central_PV-2022,2025.03.21.08,0
Beijing-Central_PV-2022,2025.03.21.12,0
Beijing-Central_PV-2022,2025.03.21.16,0
Beijing-Central_PV-2022,2025.03.21.20,0
Beijing-Central_PV-2022,2025.04.11.00,0
Beijing-Central_PV-2022,2025.04.11.04,0
Beijing-Central_PV-2022,2025.04.11.08,0
Beijing-Central_PV-2022,2025.04.11.12,0
Beijing-Central_PV-2022,2025.04.11.16,0
Beijing-Central_PV-2022,2025.04.11.20,0
Beijing-Central_PV-2022,2025.05.22.00,0
Beijing-Central_PV-2022,2025.05.22.04,0
Beijing-Central_PV-2022,2025.05.22.08,0
Beijing-Central_PV-2022,2025.05.22.12,0
Beijing-Central_PV-2022,2025.05.22.16,0
Beijing-Central_PV-2022,2025.05.22.20,0
Beijing-Central_PV-2022,2025.06.16.00,0
Beijing-Central_PV-2022,2025.06.16.04,0
Beijing-Central_PV-2022,2025.06.16.08,0
Beijing-Central_PV-2022,2025.06.16.12,0
Beijing-Central_PV-2022,2025.06.16.16,0
Beijing-Central_PV-2022,2025.06.16.20,0
Beijing-Central_PV-2022,2025.07.22.00,0
Beijing-Central_PV-2022,2025.07.22.04,0
Beijing-Central_PV-2022,2025.07.22.08,0
Beijing-Central_PV-2022,2025.07.22.12,0
Beijing-Central_PV-2022,2025.07.22.16,0
Beijing-Central_PV-2022,2025.07.22.20,0
Beijing-Central_PV-2022,2025.08.19.00,0
Beijing-Central_PV-2022,2025.08.19.04,0
Beijing-Central_PV-2022,2025.08.19.08,0
Beijing-Central_PV-2022,2025.08.19.12,0
Beijing-Central_PV-2022,2025.08.19.16,0
Beijing-Central_PV-2022,2025.08.19.20,0
Beijing-Central_PV-2022,2025.09.20.00,0
Beijing-Central_PV-2022,2025.09.20.04,0
Beijing-Central_PV-2022,2025.09.20.08,0
Beijing-Central_PV-2022,2025.09.20.12,0
Beijing-Central_PV-2022,2025.09.20.16,0
Beijing-Central_PV-2022,2025.09.20.20,0
Beijing-Central_PV-2022,2025.10.26.00,0
Beijing-Central_PV-2022,2025.10.26.04,0
Beijing-Central_PV-2022,2025.10.26.08,0
Beijing-Central_PV-2022,2025.10.26.12,0
Beijing-Central_PV-2022,2025.10.26.16,0
Beijing-Central_PV-2022,2025.10.26.20,0
Beijing-Central_PV-2022,2025.11.19.00,0
Beijing-Central_PV-2022,2025.11.19.04,0
Beijing-Central_PV-2022,2025.11.19.08,0
Beijing-Central_PV-2022,2025.11.19.12,0
Beijing-Central_PV-2022,2025.11.19.16,0
Beijing-Central_PV-2022,2025.11.19.20,0
Beijing-Central_PV-2022,2025.12.16.00,0
Beijing-Central_PV-2022,2025.12.16.04,0
Beijing-Central_PV-2022,2025.12.16.08,0
Beijing-Central_PV-2022,2025.12.16.12,0
Beijing-Central_PV-2022,2025.12.16.16,0
Beijing-Central_PV-2022,2025.12.16.20,0
Beijing-Coal-2022,2025.01.22.00,0
Beijing-Coal-2022,2025.01.22.04,146.3
Beijing-Coal-2022,2025.01.22.08,0
Beijing-Coal-2022,2025.01.22.12,0
Beijing-Coal-2022,2025.01.22.16,0
Beijing-Coal-2022,2025.01.22.20,0
Beijing-Coal-2022,2025.02.08.00,0
Beijing-Coal-2022,2025.02.08.04,146.3
Beijing-Coal-2022,2025.02.08.08,0
Beijing-Coal-2022,2025.02.08.12,0
Beijing-Coal-2022,2025.02.08.16,0
Beijing-Coal-2022,2025.02.08.20,0
Beijing-Coal-2022,2025.03.21.00,0
Beijing-Coal-2022,2025.03.21.04,0
Beijing-Coal-2022,2025.03.21.08,0
Beijing-Coal-2022,2025.03.21.12,0
Beijing-Coal-2022,2025.03.21.16,0
Beijing-Coal-2022,2025.03.21.20,0
Beijing-Coal-2022,2025.04.11.00,0
Beijing-Coal-2022,2025.04.11.04,146.3
Beijing-Coal-2022,2025.04.11.08,292.6
Beijing-Coal-2022,2025.04.11.12,0
Beijing-Coal-2022,2025.04.11.16,146.3
Beijing-Coal-2022,2025.04.11.20,0
Beijing-Coal-2022,2025.05.22.00,58.52
Beijing-Coal-2022,2025.05.22.04,277.97
Beijing-Coal-2022,2025.05.22.08,424.27
Beijing-Coal-2022,2025.05.22.12,277.97
Beijing-Coal-2022,2025.05.22.16,131.67
Beijing-Coal-2022,2025.05.22.20,0
Beijing-Coal-2022,2025.06.16.00,0
Beijing-Coal-2022,2025.06.16.04,0
Beijing-Coal-2022,2025.06.16.08,0
Beijing-Coal-2022,2025.06.16.12,0
Beijing-Coal-2022,2025.06.16.16,0
Beijing-Coal-2022,2025.06.16.20,0
Beijing-Coal-2022,2025.07.22.00,0
Beijing-Coal-2022,2025.07.22.04,146.3
Beijing-Coal-2022,2025.07.22.08,0
Beijing-Coal-2022,2025.07.22.12,0
Beijing-Coal-2022,2025.07.22.16,0
Beijing-Coal-2022,2025.07.22.20,0
Beijing-Coal-2022,2025.08.19.00,0
Beijing-Coal-2022,2025.08.19.04,0
Beijing-Coal-2022,2025.08.19.08,124.561
Beijing-Coal-2022,2025.08.19.12,252.216
Beijing-Coal-2022,2025.08.19.16,105.916
Beijing-Coal-2022,2025.08.19.20,0
Beijing-Coal-2022,2025.09.20.00,0
Beijing-Coal-2022,2025.09.20.04,0
Beijing-Coal-2022,2025.09.20.08,0
