GENERATION_PROJECT,timepoints,dispatch_slack_up
Anhui-Gas-2022,2025.08.19.08,0
Anhui-Gas-2022,2025.08.19.12,0
Anhui-Gas-2022,2025.08.19.16,0
Anhui-Gas-2022,2025.08.19.20,0
Anhui-Gas-2022,2025.09.20.00,0
Anhui-Gas-2022,2025.09.20.04,0
Anhui-Gas-2022,2025.09.20.08,0
Anhui-Gas-2022,2025.09.20.12,0
Anhui-Gas-2022,2025.09.20.16,0
Anhui-Gas-2022,2025.09.20.20,0
Anhui-Gas-2022,2025.10.26.00,0
Anhui-Gas-2022,2025.10.26.04,0
Anhui-Gas-2022,2025.10.26.08,0
Anhui-Gas-2022,2025.10.26.12,0
Anhui-Gas-2022,2025.10.26.16,0
Anhui-Gas-2022,2025.10.26.20,0
Anhui-Gas-2022,2025.11.19.00,0
Anhui-Gas-2022,2025.11.19.04,0
Anhui-Gas-2022,2025.11.19.08,0
Anhui-Gas-2022,2025.11.19.12,0
Anhui-Gas-2022,2025.11.19.16,0
Anhui-Gas-2022,2025.11.19.20,0
Anhui-Gas-2022,2025.12.16.00,0
Anhui-Gas-2022,2025.12.16.04,0
Anhui-Gas-2022,2025.12.16.08,0
Anhui-Gas-2022,2025.12.16.12,0
Anhui-Gas-2022,2025.12.16.16,0
Anhui-Gas-2022,2025.12.16.20,0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,4192.43
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,5663.78
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,5021.26
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,5257.6
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,4516.95
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,5248.19
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,2406.12
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,5388.54
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,1706.99
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,5308.71
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,2282.85
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,2433.88
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,3607.76
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,3449.17
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,1027.09
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,2205.17
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,74.64
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,3935.71
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,1903.82
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,3522.39
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,2412.65
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,2329.49
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,3926
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,4282.33
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,2146.12
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,2903.63
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,3064.76
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,5177.8
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,2688.66
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,5067.82
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,5401.31
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,3734.24
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,5598.32
Anhui-PV-2022,2025.01.22.00,0
Anhui-PV-2022,2025.01.22.04,0
Anhui-PV-2022,2025.01.22.08,0
Anhui-PV-2022,2025.01.22.12,0
Anhui-PV-2022,2025.01.22.16,0
Anhui-PV-2022,2025.01.22.20,0
Anhui-PV-2022,2025.02.08.00,0
Anhui-PV-2022,2025.02.08.04,0
Anhui-PV-2022,2025.02.08.08,0
Anhui-PV-2022,2025.02.08.12,0
Anhui-PV-2022,2025.02.08.16,0
Anhui-PV-2022,2025.02.08.20,0
Anhui-PV-2022,2025.03.21.00,0
Anhui-PV-2022,2025.03.21.04,0
Anhui-PV-2022,2025.03.21.08,0
Anhui-PV-2022,2025.03.21.12,0
Anhui-PV-2022,2025.03.21.16,0
Anhui-PV-2022,2025.03.21.20,0
Anhui-PV-2022,2025.04.11.00,0
Anhui-PV-2022,2025.04.11.04,0
Anhui-PV-2022,2025.04.11.08,0
Anhui-PV-2022,2025.04.11.12,0
Anhui-PV-2022,2025.04.11.16,0
Anhui-PV-2022,2025.04.11.20,0
Anhui-PV-2022,2025.05.22.00,0
Anhui-PV-2022,2025.05.22.04,0
Anhui-PV-2022,2025.05.22.08,0
Anhui-PV-2022,2025.05.22.12,0
Anhui-PV-2022,2025.05.22.16,0
Anhui-PV-2022,2025.05.22.20,0
Anhui-PV-2022,2025.06.16.00,0
Anhui-PV-2022,2025.06.16.04,0
Anhui-PV-2022,2025.06.16.08,0
Anhui-PV-2022,2025.06.16.12,0
Anhui-PV-2022,2025.06.16.16,0
Anhui-PV-2022,2025.06.16.20,0
Anhui-PV-2022,2025.07.22.00,0
Anhui-PV-2022,2025.07.22.04,0
Anhui-PV-2022,2025.07.22.08,0
Anhui-PV-2022,2025.07.22.12,0
Anhui-PV-2022,2025.07.22.16,0
Anhui-PV-2022,2025.07.22.20,0
Anhui-PV-2022,2025.08.19.00,0
Anhui-PV-2022,2025.08.19.04,0
Anhui-PV-2022,2025.08.19.08,0
Anhui-PV-2022,2025.08.19.12,0
Anhui-PV-2022,2025.08.19.16,0
Anhui-PV-2022,2025.08.19.20,0
Anhui-PV-2022,2025.09.20.00,0
Anhui-PV-2022,2025.09.20.04,0
Anhui-PV-2022,2025.09.20.08,0
Anhui-PV-2022,2025.09.20.12,0
Anhui-PV-2022,2025.09.20.16,0
Anhui-PV-2022,2025.09.20.20,0
Anhui-PV-2022,2025.10.26.00,0
Anhui-PV-2022,2025.10.26.04,0
Anhui-PV-2022,2025.10.26.08,0
Anhui-PV-2022,2025.10.26.12,0
Anhui-PV-2022,2025.10.26.16,0
Anhui-PV-2022,2025.10.26.20,0
Anhui-PV-2022,2025.11.19.00,0
Anhui-PV-2022,2025.11.19.04,0
Anhui-PV-2022,2025.11.19.08,0
Anhui-PV-2022,2025.11.19.12,0
Anhui-PV-2022,2025.11.19.16,0
Anhui-PV-2022,2025.11.19.20,0
Anhui-PV-2022,2025.12.16.00,0
Anhui-PV-2022,2025.12.16.04,0
Anhui-PV-2022,2025.12.16.08,0
Anhui-PV-2022,2025.12.16.12,0
Anhui-PV-2022,2025.12.16.16,0
Anhui-PV-2022,2025.12.16.20,0
Anhui-Wind-2022,2025.01.22.00,0
Anhui-Wind-2022,2025.01.22.04,0
Anhui-Wind-2022,2025.01.22.08,0
Anhui-Wind-2022,2025.01.22.12,0
Anhui-Wind-2022,2025.01.22.16,0
Anhui-Wind-2022,2025.01.22.20,0
Anhui-Wind-2022,2025.02.08.00,0
Anhui-Wind-2022,2025.02.08.04,0
Anhui-Wind-2022,2025.02.08.08,0
Anhui-Wind-2022,2025.02.08.12,0
Anhui-Wind-2022,2025.02.08.16,0
Anhui-Wind-2022,2025.02.08.20,0
Anhui-Wind-2022,2025.03.21.00,0
Anhui-Wind-2022,2025.03.21.04,0
Anhui-Wind-2022,2025.03.21.08,0
Anhui-Wind-2022,2025.03.21.12,0
Anhui-Wind-2022,2025.03.21.16,0
Anhui-Wind-2022,2025.03.21.20,0
Anhui-Wind-2022,2025.04.11.00,0
Anhui-Wind-2022,2025.04.11.04,0
Anhui-Wind-2022,2025.04.11.08,0
Anhui-Wind-2022,2025.04.11.12,0
Anhui-Wind-2022,2025.04.11.16,0
Anhui-Wind-2022,2025.04.11.20,0
Anhui-Wind-2022,2025.05.22.00,0
Anhui-Wind-2022,2025.05.22.04,0
Anhui-Wind-2022,2025.05.22.08,0
Anhui-Wind-2022,2025.05.22.12,0
Anhui-Wind-2022,2025.05.22.16,0
Anhui-Wind-2022,2025.05.22.20,0
Anhui-Wind-2022,2025.06.16.00,0
Anhui-Wind-2022,2025.06.16.04,0
Anhui-Wind-2022,2025.06.16.08,0
Anhui-Wind-2022,2025.06.16.12,0
Anhui-Wind-2022,2025.06.16.16,0
Anhui-Wind-2022,2025.06.16.20,0
Anhui-Wind-2022,2025.07.22.00,0
Anhui-Wind-2022,2025.07.22.04,0
Anhui-Wind-2022,2025.07.22.08,0
Anhui-Wind-2022,2025.07.22.12,0
Anhui-Wind-2022,2025.07.22.16,0
Anhui-Wind-2022,2025.07.22.20,0
Anhui-Wind-2022,2025.08.19.00,0
Anhui-Wind-2022,2025.08.19.04,0
Anhui-Wind-2022,2025.08.19.08,0
Anhui-Wind-2022,2025.08.19.12,0
Anhui-Wind-2022,2025.08.19.16,0
Anhui-Wind-2022,2025.08.19.20,0
Anhui-Wind-2022,2025.09.20.00,0
Anhui-Wind-2022,2025.09.20.04,0
Anhui-Wind-2022,2025.09.20.08,0
Anhui-Wind-2022,2025.09.20.12,0
Anhui-Wind-2022,2025.09.20.16,0
Anhui-Wind-2022,2025.09.20.20,0
Anhui-Wind-2022,2025.10.26.00,0
Anhui-Wind-2022,2025.10.26.04,0
Anhui-Wind-2022,2025.10.26.08,0
Anhui-Wind-2022,2025.10.26.12,0
Anhui-Wind-2022,2025.10.26.16,0
Anhui-Wind-2022,2025.10.26.20,0
Anhui-Wind-2022,2025.11.19.00,0
Anhui-Wind-2022,2025.11.19.04,0
Anhui-Wind-2022,2025.11.19.08,0
Anhui-Wind-2022,2025.11.19.12,0
Anhui-Wind-2022,2025.11.19.16,0
Anhui-Wind-2022,2025.11.19.20,0
Anhui-Wind-2022,2025.12.16.00,0
Anhui-Wind-2022,2025.12.16.04,0
Anhui-Wind-2022,2025.12.16.08,0
Anhui-Wind-2022,2025.12.16.12,0
Anhui-Wind-2022,2025.12.16.16,0
Anhui-Wind-2022,2025.12.16.20,0
Beijing-Central_PV-2022,2025.01.22.00,0
Beijing-Central_PV-2022,2025.01.22.04,0
Beijing-Central_PV-2022,2025.01.22.08,0
Beijing-Central_PV-2022,2025.01.22.12,0
Beijing-Central_PV-2022,2025.01.22.16,0
Beijing-Central_PV-2022,2025.01.22.20,0
Beijing-Central_PV-2022,2025.02.08.00,0
Beijing-Central_PV-2022,2025.02.08.04,0
Beijing-Central_PV-2022,2025.02.08.08,0
Beijing-Central_PV-2022,2025.02.08.12,0
Beijing-Central_PV-2022,2025.02.08.16,0
Beijing-Central_PV-2022,2025.02.08.20,0
Beijing-Central_PV-2022,2025.03.21.00,0
Beijing-Central_PV-2022,2025.03.21.04,0
Beijing-Central_PV-2022,2025.03.21.08,0
Beijing-Central_PV-2022,2025.03.21.12,0
Beijing-Central_PV-2022,2025.03.21.16,0
Beijing-Central_PV-2022,2025.03.21.20,0
Beijing-Central_PV-2022,2025.04.11.00,0
Beijing-Central_PV-2022,2025.04.11.04,0
Beijing-Central_PV-2022,2025.04.11.08,0
Beijing-Central_PV-2022,2025.04.11.12,0
Beijing-Central_PV-2022,2025.04.11.16,0
Beijing-Central_PV-2022,2025.04.11.20,0
Beijing-Central_PV-2022,2025.05.22.00,0
Beijing-Central_PV-2022,2025.05.22.04,0
Beijing-Central_PV-2022,2025.05.22.08,0
Beijing-Central_PV-2022,2025.05.22.12,0
Beijing-Central_PV-2022,2025.05.22.16,0
Beijing-Central_PV-2022,2025.05.22.20,0
Beijing-Central_PV-2022,2025.06.16.00,0
Beijing-Central_PV-2022,2025.06.16.04,0
Beijing-Central_PV-2022,2025.06.16.08,0
Beijing-Central_PV-2022,2025.06.16.12,0
Beijing-Central_PV-2022,2025.06.16.16,0
Beijing-Central_PV-2022,2025.06.16.20,0
Beijing-Central_PV-2022,2025.07.22.00,0
Beijing-Central_PV-2022,2025.07.22.04,0
Beijing-Central_PV-2022,2025.07.22.08,0
Beijing-Central_PV-2022,2025.07.22.12,0
Beijing-Central_PV-2022,2025.07.22.16,0
Beijing-Central_PV-2022,2025.07.22.20,0
Beijing-Central_PV-2022,2025.08.19.00,0
Beijing-Central_PV-2022,2025.08.19.04,0
Beijing-Central_PV-2022,2025.08.19.08,0
Beijing-Central_PV-2022,2025.08.19.12,0
Beijing-Central_PV-2022,2025.08.19.16,0
Beijing-Central_PV-2022,2025.08.19.20,0
Beijing-Central_PV-2022,2025.09.20.00,0
Beijing-Central_PV-2022,2025.09.20.04,0
Beijing-Central_PV-2022,2025.09.20.08,0
Beijing-Central_PV-2022,2025.09.20.12,0
Beijing-Central_PV-2022,2025.09.20.16,0
Beijing-Central_PV-2022,2025.09.20.20,0
Beijing-Central_PV-2022,2025.10.26.00,0
Beijing-Central_PV-2022,2025.10.26.04,0
Beijing-Central_PV-2022,2025.10.26.08,0
Beijing-Central_PV-2022,2025.10.26.12,0
Beijing-Central_PV-2022,2025.10.26.16,0
Beijing-Central_PV-2022,2025.10.26.20,0
Beijing-Central_PV-2022,2025.11.19.00,0
Beijing-Central_PV-2022,2025.11.19.04,0
Beijing-Central_PV-2022,2025.11.19.08,0
Beijing-Central_PV-2022,2025.11.19.12,0
Beijing-Central_PV-2022,2025.11.19.16,0
Beijing-Central_PV-2022,2025.11.19.20,0
Beijing-Central_PV-2022,2025.12.16.00,0
Beijing-Central_PV-2022,2025.12.16.04,0
Beijing-Central_PV-2022,2025.12.16.08,0
Beijing-Central_PV-2022,2025.12.16.12,0
Beijing-Central_PV-2022,2025.12.16.16,0
Beijing-Central_PV-2022,2025.12.16.20,0
Beijing-Coal-2022,2025.01.22.00,0
Beijing-Coal-2022,2025.01.22.04,146.3
Beijing-Coal-2022,2025.01.22.08,0
Beijing-Coal-2022,2025.01.22.12,0
Beijing-Coal-2022,2025.01.22.16,0
Beijing-Coal-2022,2025.01.22.20,0
Beijing-Coal-2022,2025.02.08.00,0
Beijing-Coal-2022,2025.02.08.04,146.3
Beijing-Coal-2022,2025.02.08.08,0
Beijing-Coal-2022,2025.02.08.12,0
Beijing-Coal-2022,2025.02.08.16,0
Beijing-Coal-2022,2025.02.08.20,0
Beijing-Coal-2022,2025.03.21.00,0
Beijing-Coal-2022,2025.03.21.04,0
Beijing-Coal-2022,2025.03.21.08,0
Beijing-Coal-2022,2025.03.21.12,0
Beijing-Coal-2022,2025.03.21.16,0
Beijing-Coal-2022,2025.03.21.20,0
Beijing-Coal-2022,2025.04.11.00,0
Beijing-Coal-2022,2025.04.11.04,146.3
Beijing-Coal-2022,2025.04.11.08,292.6
Beijing-Coal-2022,2025.04.11.12,0
Beijing-Coal-2022,2025.04.11.16,146.3
Beijing-Coal-2022,2025.04.11.20,0
Beijing-Coal-2022,2025.05.22.00,0
Beijing-Coal-2022,2025.05.22.04,146.3
Beijing-Coal-2022,2025.05.22.08,292.6
Beijing-Coal-2022,2025.05.22.12,146.3
Beijing-Coal-2022,2025.05.22.16,0
Beijing-Coal-2022,2025.05.22.20,0
Beijing-Coal-2022,2025.06.16.00,0
Beijing-Coal-2022,2025.06.16.04,0
Beijing-Coal-2022,2025.06.16.08,0
Beijing-Coal-2022,2025.06.16.12,0
Beijing-Coal-2022,2025.06.16.16,0
Beijing-Coal-2022,2025.06.16.20,0
Beijing-Coal-2022,2025.07.22.00,0
Beijing-Coal-2022,2025.07.22.04,146.3
Beijing-Coal-2022,2025.07.22.08,0
Beijing-Coal-2022,2025.07.22.12,0
Beijing-Coal-2022,2025.07.22.16,0
Beijing-Coal-2022,2025.07.22.20,0
Beijing-Coal-2022,2025.08.19.00,146.3
Beijing-Coal-2022,2025.08.19.04,204.82
Beijing-Coal-2022,2025.08.19.08,424.27
Beijing-Coal-2022,2025.08.19.12,292.6
Beijing-Coal-2022,2025.08.19.16,146.3
Beijing-Coal-2022,2025.08.19.20,0
Beijing-Coal-2022,2025.09.20.00,0
Beijing-Coal-2022,2025.09.20.04,0
Beijing-Coal-2022,2025.09.20.08,0
Beijing-Coal-2022,2025.09.20.12,0
