ev_project,timepoint,load_zone,ev_charge,charging_power,ev_discharge,discharging_power,state_charge_of_ev
Hunan-Ev,2025-08-19_08:00,Hunan,1,2.35944,0,0,5081.87
Hunan-Ev,2025-08-19_12:00,Hunan,1,196.914,0,0,5606.55
Hunan-Ev,2025-08-19_16:00,Hunan,1,2300.86,0,0,12752.7
Hunan-Ev,2025-08-19_20:00,Hunan,0,0,1,1741.28,5081.87
Hunan-Ev,2025-09-20_00:00,Hunan,1,0,0,0,6204.24
Hunan-Ev,2025-09-20_04:00,Hunan,1,94.3777,0,0,6519.32
Hunan-Ev,2025-09-20_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-09-20_12:00,Hunan,1,264.792,0,0,5081.87
Hunan-Ev,2025-09-20_16:00,Hunan,1,210.153,0,0,5081.87
Hunan-Ev,2025-09-20_20:00,Hunan,1,610.971,0,0,6227.47
Hunan-Ev,2025-10-26_00:00,Hunan,1,659.115,0,0,7563.28
Hunan-Ev,2025-10-26_04:00,Hunan,0,0,1,0,7541.5
Hunan-Ev,2025-10-26_08:00,Hunan,0,0,1,0,5864.48
Hunan-Ev,2025-10-26_12:00,Hunan,1,0,0,0,5081.87
Hunan-Ev,2025-10-26_16:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-10-26_20:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-11-19_00:00,Hunan,1,145.196,0,0,5587.16
Hunan-Ev,2025-11-19_04:00,Hunan,1,0,0,0,5561.02
Hunan-Ev,2025-11-19_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-11-19_12:00,Hunan,1,88.2641,0,0,5081.87
Hunan-Ev,2025-11-19_16:00,Hunan,1,92.8493,0,0,5434.7
Hunan-Ev,2025-11-19_20:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-12-16_00:00,Hunan,1,641.539,0,0,7508.11
Hunan-Ev,2025-12-16_04:00,Hunan,0,0,1,0,7477.61
Hunan-Ev,2025-12-16_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-12-16_12:00,Hunan,1,264.792,0,0,5081.87
Hunan-Ev,2025-12-16_16:00,Hunan,1,252.183,0,0,5081.87
Hunan-Ev,2025-12-16_20:00,Hunan,1,61.8995,0,0,5081.87
Jiangxi-Ev,2025-01-22_00:00,Jiangxi,1,186.175,0,0,3997.79
Jiangxi-Ev,2025-01-22_04:00,Jiangxi,1,61.2461,0,0,4224.88
Jiangxi-Ev,2025-01-22_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-01-22_12:00,Jiangxi,1,76.3717,0,0,3297.87
Jiangxi-Ev,2025-01-22_16:00,Jiangxi,1,265.565,0,0,3374.19
Jiangxi-Ev,2025-01-22_20:00,Jiangxi,1,0,0,0,3297.87
Jiangxi-Ev,2025-02-08_00:00,Jiangxi,1,0,0,0,3888.49
Jiangxi-Ev,2025-02-08_04:00,Jiangxi,1,61.2461,0,0,4121.23
Jiangxi-Ev,2025-02-08_08:00,Jiangxi,1,1.53115,0,0,3660.63
Jiangxi-Ev,2025-02-08_12:00,Jiangxi,1,0,0,0,3297.87
Jiangxi-Ev,2025-02-08_16:00,Jiangxi,1,350.82,0,0,4216.39
Jiangxi-Ev,2025-02-08_20:00,Jiangxi,1,0,0,0,3911.11
Jiangxi-Ev,2025-03-21_00:00,Jiangxi,1,564.605,0,0,5435.83
Jiangxi-Ev,2025-03-21_04:00,Jiangxi,0,0,1,0,5413.21
Jiangxi-Ev,2025-03-21_08:00,Jiangxi,0,0,1,0,4635.86
Jiangxi-Ev,2025-03-21_12:00,Jiangxi,0,0,1,0,4563.31
Jiangxi-Ev,2025-03-21_16:00,Jiangxi,0,0,1,0,3526.83
Jiangxi-Ev,2025-03-21_20:00,Jiangxi,1,0,0,0,3297.87
Jiangxi-Ev,2025-04-11_00:00,Jiangxi,1,3.96736,0,0,3297.87
Jiangxi-Ev,2025-04-11_04:00,Jiangxi,1,61.2461,0,0,3505.16
Jiangxi-Ev,2025-04-11_08:00,Jiangxi,0,0,1,0,3349.69
Jiangxi-Ev,2025-04-11_12:00,Jiangxi,1,124.972,0,0,3679.48
Jiangxi-Ev,2025-04-11_16:00,Jiangxi,0,0,1,0,3679.48
Jiangxi-Ev,2025-04-11_20:00,Jiangxi,0,0,1,0,3297.87
Jiangxi-Ev,2025-05-22_00:00,Jiangxi,1,198.208,0,0,4628.16
Jiangxi-Ev,2025-05-22_04:00,Jiangxi,1,61.2461,0,0,4846.76
Jiangxi-Ev,2025-05-22_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-05-22_12:00,Jiangxi,1,222.017,0,0,3416
Jiangxi-Ev,2025-05-22_16:00,Jiangxi,1,259.653,0,0,4195.39
Jiangxi-Ev,2025-05-22_20:00,Jiangxi,0,0,1,0.014391,3890.04
Jiangxi-Ev,2025-06-16_00:00,Jiangxi,0,0,1,0.010647,4317.22
Jiangxi-Ev,2025-06-16_04:00,Jiangxi,1,61.2461,0,0,4535.82
Jiangxi-Ev,2025-06-16_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-06-16_12:00,Jiangxi,1,222.017,0,0,3488.56
Jiangxi-Ev,2025-06-16_16:00,Jiangxi,1,562.511,0,0,5004.21
Jiangxi-Ev,2025-06-16_20:00,Jiangxi,0,0,1,0.014391,4317.26
Jiangxi-Ev,2025-07-22_00:00,Jiangxi,1,70.2843,0,0,3561.18
Jiangxi-Ev,2025-07-22_04:00,Jiangxi,1,61.2461,0,0,3785.43
Jiangxi-Ev,2025-07-22_08:00,Jiangxi,1,1.53115,0,0,3791.25
Jiangxi-Ev,2025-07-22_12:00,Jiangxi,1,222.017,0,0,4127.05
Jiangxi-Ev,2025-07-22_16:00,Jiangxi,1,-2.63275e-10,0,0,3297.87
Jiangxi-Ev,2025-07-22_20:00,Jiangxi,1,40.1695,0,0,3297.87
Jiangxi-Ev,2025-08-19_00:00,Jiangxi,1,554.191,0,0,5388.72
Jiangxi-Ev,2025-08-19_04:00,Jiangxi,0,0,1,0,5371.76
Jiangxi-Ev,2025-08-19_08:00,Jiangxi,0,0,1,0,4905.34
Jiangxi-Ev,2025-08-19_12:00,Jiangxi,0,0,1,0,4252.37
Jiangxi-Ev,2025-08-19_16:00,Jiangxi,1,0,0,0,3526.83
Jiangxi-Ev,2025-08-19_20:00,Jiangxi,1,0,0,0,3297.87
Jiangxi-Ev,2025-09-20_00:00,Jiangxi,1,296.92,0,0,4405.79
Jiangxi-Ev,2025-09-20_04:00,Jiangxi,1,0,0,0,4380.35
Jiangxi-Ev,2025-09-20_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-09-20_12:00,Jiangxi,1,222.017,0,0,3778.77
Jiangxi-Ev,2025-09-20_16:00,Jiangxi,0,0,1,0,3467.83
Jiangxi-Ev,2025-09-20_20:00,Jiangxi,0,0,1,0,3315.18
Jiangxi-Ev,2025-10-26_00:00,Jiangxi,0,0,1,0,3628.43
Jiangxi-Ev,2025-10-26_04:00,Jiangxi,0,0,1,0,3602.99
Jiangxi-Ev,2025-10-26_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-10-26_12:00,Jiangxi,1,222.017,0,0,3561.11
Jiangxi-Ev,2025-10-26_16:00,Jiangxi,0,0,1,0,3561.11
