GENERATION_PROJECT,timepoints,dispatch_slack_up
Anhui-Gas-2022,2025.08.19.08,0
Anhui-Gas-2022,2025.08.19.12,0
Anhui-Gas-2022,2025.08.19.16,0
Anhui-Gas-2022,2025.08.19.20,0
Anhui-Gas-2022,2025.09.20.00,0
Anhui-Gas-2022,2025.09.20.04,0
Anhui-Gas-2022,2025.09.20.08,0
Anhui-Gas-2022,2025.09.20.12,0
Anhui-Gas-2022,2025.09.20.16,0
Anhui-Gas-2022,2025.09.20.20,0
Anhui-Gas-2022,2025.10.26.00,0
Anhui-Gas-2022,2025.10.26.04,0
Anhui-Gas-2022,2025.10.26.08,0
Anhui-Gas-2022,2025.10.26.12,0
Anhui-Gas-2022,2025.10.26.16,0
Anhui-Gas-2022,2025.10.26.20,0
Anhui-Gas-2022,2025.11.19.00,0
Anhui-Gas-2022,2025.11.19.04,0
Anhui-Gas-2022,2025.11.19.08,0
Anhui-Gas-2022,2025.11.19.12,0
Anhui-Gas-2022,2025.11.19.16,0
Anhui-Gas-2022,2025.11.19.20,0
Anhui-Gas-2022,2025.12.16.00,0
Anhui-Gas-2022,2025.12.16.04,0
Anhui-Gas-2022,2025.12.16.08,0
Anhui-Gas-2022,2025.12.16.12,0
Anhui-Gas-2022,2025.12.16.16,0
Anhui-Gas-2022,2025.12.16.20,0
Anhui-Hydro_Nonpumped-2022,2025.01.22.00,5335.95
Anhui-Hydro_Nonpumped-2022,2025.01.22.04,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.08,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.12,5663.78
Anhui-Hydro_Nonpumped-2022,2025.01.22.16,4520.26
Anhui-Hydro_Nonpumped-2022,2025.01.22.20,5663.78
Anhui-Hydro_Nonpumped-2022,2025.02.08.00,4460.63
Anhui-Hydro_Nonpumped-2022,2025.02.08.04,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.08,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.12,5583.31
Anhui-Hydro_Nonpumped-2022,2025.02.08.16,5575.52
Anhui-Hydro_Nonpumped-2022,2025.02.08.20,4759.66
Anhui-Hydro_Nonpumped-2022,2025.03.21.00,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.04,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.08,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.12,2265.77
Anhui-Hydro_Nonpumped-2022,2025.03.21.16,5388.54
Anhui-Hydro_Nonpumped-2022,2025.03.21.20,5388.54
Anhui-Hydro_Nonpumped-2022,2025.04.11.00,4812.52
Anhui-Hydro_Nonpumped-2022,2025.04.11.04,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.08,5170.65
Anhui-Hydro_Nonpumped-2022,2025.04.11.12,2341.24
Anhui-Hydro_Nonpumped-2022,2025.04.11.16,5308.71
Anhui-Hydro_Nonpumped-2022,2025.04.11.20,5308.71
Anhui-Hydro_Nonpumped-2022,2025.05.22.00,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.04,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.08,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.12,5021.34
Anhui-Hydro_Nonpumped-2022,2025.05.22.16,2260.59
Anhui-Hydro_Nonpumped-2022,2025.05.22.20,2456.14
Anhui-Hydro_Nonpumped-2022,2025.06.16.00,3935.09
Anhui-Hydro_Nonpumped-2022,2025.06.16.04,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.08,4574.32
Anhui-Hydro_Nonpumped-2022,2025.06.16.12,3453
Anhui-Hydro_Nonpumped-2022,2025.06.16.16,734.219
Anhui-Hydro_Nonpumped-2022,2025.06.16.20,2166.87
Anhui-Hydro_Nonpumped-2022,2025.07.22.00,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.04,74.64
Anhui-Hydro_Nonpumped-2022,2025.07.22.08,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.12,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.16,0
Anhui-Hydro_Nonpumped-2022,2025.07.22.20,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.00,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.04,3935.71
Anhui-Hydro_Nonpumped-2022,2025.08.19.08,0
Anhui-Hydro_Nonpumped-2022,2025.08.19.12,3452.43
Anhui-Hydro_Nonpumped-2022,2025.08.19.16,3935.71
Anhui-Hydro_Nonpumped-2022,2025.08.19.20,450.713
Anhui-Hydro_Nonpumped-2022,2025.09.20.00,2793.19
Anhui-Hydro_Nonpumped-2022,2025.09.20.04,4727.83
Anhui-Hydro_Nonpumped-2022,2025.09.20.08,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.12,4813.79
Anhui-Hydro_Nonpumped-2022,2025.09.20.16,2518.61
Anhui-Hydro_Nonpumped-2022,2025.09.20.20,2644.33
Anhui-Hydro_Nonpumped-2022,2025.10.26.00,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.04,3727.64
Anhui-Hydro_Nonpumped-2022,2025.10.26.08,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.12,5177.8
Anhui-Hydro_Nonpumped-2022,2025.10.26.16,2240.75
Anhui-Hydro_Nonpumped-2022,2025.10.26.20,5177.8
Anhui-Hydro_Nonpumped-2022,2025.11.19.00,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.04,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.08,2355.17
Anhui-Hydro_Nonpumped-2022,2025.11.19.12,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.16,5401.31
Anhui-Hydro_Nonpumped-2022,2025.11.19.20,5401.31
Anhui-Hydro_Nonpumped-2022,2025.12.16.00,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.04,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.08,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.12,5598.32
Anhui-Hydro_Nonpumped-2022,2025.12.16.16,3734.24
Anhui-Hydro_Nonpumped-2022,2025.12.16.20,5598.32
Anhui-PV-2022,2025.01.22.00,0
Anhui-PV-2022,2025.01.22.04,0
Anhui-PV-2022,2025.01.22.08,0
Anhui-PV-2022,2025.01.22.12,0
Anhui-PV-2022,2025.01.22.16,0
Anhui-PV-2022,2025.01.22.20,0
Anhui-PV-2022,2025.02.08.00,0
Anhui-PV-2022,2025.02.08.04,0
Anhui-PV-2022,2025.02.08.08,0
Anhui-PV-2022,2025.02.08.12,0
Anhui-PV-2022,2025.02.08.16,0
Anhui-PV-2022,2025.02.08.20,0
Anhui-PV-2022,2025.03.21.00,0
Anhui-PV-2022,2025.03.21.04,0
Anhui-PV-2022,2025.03.21.08,0
Anhui-PV-2022,2025.03.21.12,0
Anhui-PV-2022,2025.03.21.16,0
Anhui-PV-2022,2025.03.21.20,0
Anhui-PV-2022,2025.04.11.00,0
Anhui-PV-2022,2025.04.11.04,0
Anhui-PV-2022,2025.04.11.08,0
Anhui-PV-2022,2025.04.11.12,0
Anhui-PV-2022,2025.04.11.16,0
Anhui-PV-2022,2025.04.11.20,0
Anhui-PV-2022,2025.05.22.00,0
Anhui-PV-2022,2025.05.22.04,0
Anhui-PV-2022,2025.05.22.08,0
Anhui-PV-2022,2025.05.22.12,0
Anhui-PV-2022,2025.05.22.16,0
Anhui-PV-2022,2025.05.22.20,0
Anhui-PV-2022,2025.06.16.00,0
Anhui-PV-2022,2025.06.16.04,0
Anhui-PV-2022,2025.06.16.08,0
Anhui-PV-2022,2025.06.16.12,0
Anhui-PV-2022,2025.06.16.16,0
Anhui-PV-2022,2025.06.16.20,0
Anhui-PV-2022,2025.07.22.00,0
Anhui-PV-2022,2025.07.22.04,0
Anhui-PV-2022,2025.07.22.08,0
Anhui-PV-2022,2025.07.22.12,0
Anhui-PV-2022,2025.07.22.16,0
Anhui-PV-2022,2025.07.22.20,0
Anhui-PV-2022,2025.08.19.00,0
Anhui-PV-2022,2025.08.19.04,0
Anhui-PV-2022,2025.08.19.08,0
Anhui-PV-2022,2025.08.19.12,0
Anhui-PV-2022,2025.08.19.16,0
Anhui-PV-2022,2025.08.19.20,0
Anhui-PV-2022,2025.09.20.00,0
Anhui-PV-2022,2025.09.20.04,0
Anhui-PV-2022,2025.09.20.08,0
Anhui-PV-2022,2025.09.20.12,0
Anhui-PV-2022,2025.09.20.16,0
Anhui-PV-2022,2025.09.20.20,0
Anhui-PV-2022,2025.10.26.00,0
Anhui-PV-2022,2025.10.26.04,0
Anhui-PV-2022,2025.10.26.08,0
Anhui-PV-2022,2025.10.26.12,0
Anhui-PV-2022,2025.10.26.16,0
Anhui-PV-2022,2025.10.26.20,0
Anhui-PV-2022,2025.11.19.00,0
Anhui-PV-2022,2025.11.19.04,0
Anhui-PV-2022,2025.11.19.08,0
Anhui-PV-2022,2025.11.19.12,0
Anhui-PV-2022,2025.11.19.16,0
Anhui-PV-2022,2025.11.19.20,0
Anhui-PV-2022,2025.12.16.00,0
Anhui-PV-2022,2025.12.16.04,0
Anhui-PV-2022,2025.12.16.08,0
Anhui-PV-2022,2025.12.16.12,0
Anhui-PV-2022,2025.12.16.16,0
Anhui-PV-2022,2025.12.16.20,0
Anhui-Wind-2022,2025.01.22.00,0
Anhui-Wind-2022,2025.01.22.04,0
Anhui-Wind-2022,2025.01.22.08,0
Anhui-Wind-2022,2025.01.22.12,0
Anhui-Wind-2022,2025.01.22.16,0
Anhui-Wind-2022,2025.01.22.20,0
Anhui-Wind-2022,2025.02.08.00,0
Anhui-Wind-2022,2025.02.08.04,0
Anhui-Wind-2022,2025.02.08.08,0
Anhui-Wind-2022,2025.02.08.12,0
Anhui-Wind-2022,2025.02.08.16,0
Anhui-Wind-2022,2025.02.08.20,0
Anhui-Wind-2022,2025.03.21.00,0
Anhui-Wind-2022,2025.03.21.04,0
Anhui-Wind-2022,2025.03.21.08,0
Anhui-Wind-2022,2025.03.21.12,0
Anhui-Wind-2022,2025.03.21.16,0
Anhui-Wind-2022,2025.03.21.20,0
Anhui-Wind-2022,2025.04.11.00,0
Anhui-Wind-2022,2025.04.11.04,0
Anhui-Wind-2022,2025.04.11.08,0
Anhui-Wind-2022,2025.04.11.12,0
Anhui-Wind-2022,2025.04.11.16,0
Anhui-Wind-2022,2025.04.11.20,0
Anhui-Wind-2022,2025.05.22.00,0
Anhui-Wind-2022,2025.05.22.04,0
Anhui-Wind-2022,2025.05.22.08,0
Anhui-Wind-2022,2025.05.22.12,0
Anhui-Wind-2022,2025.05.22.16,0
Anhui-Wind-2022,2025.05.22.20,0
Anhui-Wind-2022,2025.06.16.00,0
Anhui-Wind-2022,2025.06.16.04,0
Anhui-Wind-2022,2025.06.16.08,0
Anhui-Wind-2022,2025.06.16.12,0
Anhui-Wind-2022,2025.06.16.16,0
Anhui-Wind-2022,2025.06.16.20,0
Anhui-Wind-2022,2025.07.22.00,0
Anhui-Wind-2022,2025.07.22.04,0
Anhui-Wind-2022,2025.07.22.08,0
Anhui-Wind-2022,2025.07.22.12,0
Anhui-Wind-2022,2025.07.22.16,0
Anhui-Wind-2022,2025.07.22.20,0
Anhui-Wind-2022,2025.08.19.00,0
Anhui-Wind-2022,2025.08.19.04,0
Anhui-Wind-2022,2025.08.19.08,0
Anhui-Wind-2022,2025.08.19.12,0
Anhui-Wind-2022,2025.08.19.16,0
Anhui-Wind-2022,2025.08.19.20,0
Anhui-Wind-2022,2025.09.20.00,0
Anhui-Wind-2022,2025.09.20.04,0
Anhui-Wind-2022,2025.09.20.08,0
Anhui-Wind-2022,2025.09.20.12,0
Anhui-Wind-2022,2025.09.20.16,0
Anhui-Wind-2022,2025.09.20.20,0
Anhui-Wind-2022,2025.10.26.00,0
Anhui-Wind-2022,2025.10.26.04,0
Anhui-Wind-2022,2025.10.26.08,0
Anhui-Wind-2022,2025.10.26.12,0
Anhui-Wind-2022,2025.10.26.16,0
Anhui-Wind-2022,2025.10.26.20,0
Anhui-Wind-2022,2025.11.19.00,0
Anhui-Wind-2022,2025.11.19.04,0
Anhui-Wind-2022,2025.11.19.08,0
Anhui-Wind-2022,2025.11.19.12,0
Anhui-Wind-2022,2025.11.19.16,0
Anhui-Wind-2022,2025.11.19.20,0
Anhui-Wind-2022,2025.12.16.00,0
Anhui-Wind-2022,2025.12.16.04,0
Anhui-Wind-2022,2025.12.16.08,0
Anhui-Wind-2022,2025.12.16.12,0
Anhui-Wind-2022,2025.12.16.16,0
Anhui-Wind-2022,2025.12.16.20,0
Beijing-Central_PV-2022,2025.01.22.00,0
Beijing-Central_PV-2022,2025.01.22.04,0
Beijing-Central_PV-2022,2025.01.22.08,0
Beijing-Central_PV-2022,2025.01.22.12,0
Beijing-Central_PV-2022,2025.01.22.16,0
Beijing-Central_PV-2022,2025.01.22.20,0
Beijing-Central_PV-2022,2025.02.08.00,0
Beijing-Central_PV-2022,2025.02.08.04,0
Beijing-Central_PV-2022,2025.02.08.08,0
Beijing-Central_PV-2022,2025.02.08.12,0
Beijing-Central_PV-2022,2025.02.08.16,0
Beijing-Central_PV-2022,2025.02.08.20,0
Beijing-Central_PV-2022,2025.03.21.00,0
Beijing-Central_PV-2022,2025.03.21.04,0
Beijing-Central_PV-2022,2025.03.21.08,0
Beijing-Central_PV-2022,2025.03.21.12,0
Beijing-Central_PV-2022,2025.03.21.16,0
Beijing-Central_PV-2022,2025.03.21.20,0
Beijing-Central_PV-2022,2025.04.11.00,0
Beijing-Central_PV-2022,2025.04.11.04,0
Beijing-Central_PV-2022,2025.04.11.08,0
Beijing-Central_PV-2022,2025.04.11.12,0
Beijing-Central_PV-2022,2025.04.11.16,0
Beijing-Central_PV-2022,2025.04.11.20,0
Beijing-Central_PV-2022,2025.05.22.00,0
Beijing-Central_PV-2022,2025.05.22.04,0
Beijing-Central_PV-2022,2025.05.22.08,0
Beijing-Central_PV-2022,2025.05.22.12,0
Beijing-Central_PV-2022,2025.05.22.16,0
Beijing-Central_PV-2022,2025.05.22.20,0
Beijing-Central_PV-2022,2025.06.16.00,0
Beijing-Central_PV-2022,2025.06.16.04,0
Beijing-Central_PV-2022,2025.06.16.08,0
Beijing-Central_PV-2022,2025.06.16.12,0
Beijing-Central_PV-2022,2025.06.16.16,0
Beijing-Central_PV-2022,2025.06.16.20,0
Beijing-Central_PV-2022,2025.07.22.00,0
Beijing-Central_PV-2022,2025.07.22.04,0
Beijing-Central_PV-2022,2025.07.22.08,0
Beijing-Central_PV-2022,2025.07.22.12,0
Beijing-Central_PV-2022,2025.07.22.16,0
Beijing-Central_PV-2022,2025.07.22.20,0
Beijing-Central_PV-2022,2025.08.19.00,0
Beijing-Central_PV-2022,2025.08.19.04,0
Beijing-Central_PV-2022,2025.08.19.08,0
Beijing-Central_PV-2022,2025.08.19.12,0
Beijing-Central_PV-2022,2025.08.19.16,0
Beijing-Central_PV-2022,2025.08.19.20,0
Beijing-Central_PV-2022,2025.09.20.00,0
Beijing-Central_PV-2022,2025.09.20.04,0
Beijing-Central_PV-2022,2025.09.20.08,0
Beijing-Central_PV-2022,2025.09.20.12,0
Beijing-Central_PV-2022,2025.09.20.16,0
Beijing-Central_PV-2022,2025.09.20.20,0
Beijing-Central_PV-2022,2025.10.26.00,0
Beijing-Central_PV-2022,2025.10.26.04,0
Beijing-Central_PV-2022,2025.10.26.08,0
Beijing-Central_PV-2022,2025.10.26.12,0
Beijing-Central_PV-2022,2025.10.26.16,0
Beijing-Central_PV-2022,2025.10.26.20,0
Beijing-Central_PV-2022,2025.11.19.00,0
Beijing-Central_PV-2022,2025.11.19.04,0
Beijing-Central_PV-2022,2025.11.19.08,0
Beijing-Central_PV-2022,2025.11.19.12,0
Beijing-Central_PV-2022,2025.11.19.16,0
Beijing-Central_PV-2022,2025.11.19.20,0
Beijing-Central_PV-2022,2025.12.16.00,0
Beijing-Central_PV-2022,2025.12.16.04,0
Beijing-Central_PV-2022,2025.12.16.08,0
Beijing-Central_PV-2022,2025.12.16.12,0
Beijing-Central_PV-2022,2025.12.16.16,0
Beijing-Central_PV-2022,2025.12.16.20,0
Beijing-Coal-2022,2025.01.22.00,0
Beijing-Coal-2022,2025.01.22.04,146.3
Beijing-Coal-2022,2025.01.22.08,0
Beijing-Coal-2022,2025.01.22.12,0
Beijing-Coal-2022,2025.01.22.16,0
Beijing-Coal-2022,2025.01.22.20,0
Beijing-Coal-2022,2025.02.08.00,0
Beijing-Coal-2022,2025.02.08.04,146.3
Beijing-Coal-2022,2025.02.08.08,0
Beijing-Coal-2022,2025.02.08.12,0
Beijing-Coal-2022,2025.02.08.16,0
Beijing-Coal-2022,2025.02.08.20,0
Beijing-Coal-2022,2025.03.21.00,0
Beijing-Coal-2022,2025.03.21.04,0
Beijing-Coal-2022,2025.03.21.08,0
Beijing-Coal-2022,2025.03.21.12,0
Beijing-Coal-2022,2025.03.21.16,0
Beijing-Coal-2022,2025.03.21.20,0
Beijing-Coal-2022,2025.04.11.00,0
Beijing-Coal-2022,2025.04.11.04,146.3
Beijing-Coal-2022,2025.04.11.08,292.6
Beijing-Coal-2022,2025.04.11.12,292.6
Beijing-Coal-2022,2025.04.11.16,146.3
Beijing-Coal-2022,2025.04.11.20,0
Beijing-Coal-2022,2025.05.22.00,0
Beijing-Coal-2022,2025.05.22.04,146.3
Beijing-Coal-2022,2025.05.22.08,292.6
Beijing-Coal-2022,2025.05.22.12,146.3
Beijing-Coal-2022,2025.05.22.16,0
Beijing-Coal-2022,2025.05.22.20,0
Beijing-Coal-2022,2025.06.16.00,0
Beijing-Coal-2022,2025.06.16.04,0
Beijing-Coal-2022,2025.06.16.08,0
Beijing-Coal-2022,2025.06.16.12,0
Beijing-Coal-2022,2025.06.16.16,0
Beijing-Coal-2022,2025.06.16.20,0
Beijing-Coal-2022,2025.07.22.00,0
Beijing-Coal-2022,2025.07.22.04,146.3
Beijing-Coal-2022,2025.07.22.08,0
Beijing-Coal-2022,2025.07.22.12,0
Beijing-Coal-2022,2025.07.22.16,0
Beijing-Coal-2022,2025.07.22.20,0
Beijing-Coal-2022,2025.08.19.00,146.3
Beijing-Coal-2022,2025.08.19.04,204.82
Beijing-Coal-2022,2025.08.19.08,424.27
Beijing-Coal-2022,2025.08.19.12,292.6
Beijing-Coal-2022,2025.08.19.16,146.3
Beijing-Coal-2022,2025.08.19.20,0
Beijing-Coal-2022,2025.09.20.00,0
Beijing-Coal-2022,2025.09.20.04,0
Beijing-Coal-2022,2025.09.20.08,0
Beijing-Coal-2022,2025.09.20.12,0
