load_zone,timestamp,ZoneTotalCentralDispatch,TXPowerNet,StoragePowerNet,StorageNetDisCharge,WithdrawFromCentralGrid,StorageNetCharge
Henan,2025-05-22_16:00,34386,22790,0,0,57176,0
Henan,2025-05-22_20:00,36563.4,21928.3,0,0,58491.8,0
Henan,2025-06-16_00:00,39982.4,23732.5,0,0,63714.9,0
Henan,2025-06-16_04:00,35007.8,21325.2,0,0,56333,0
Henan,2025-06-16_08:00,30801,22035.9,0,0,52836.9,0
Henan,2025-06-16_12:00,36687.9,26597.8,0,0,63285.8,0
Henan,2025-06-16_16:00,45826.1,22690.6,0,0,68516.7,0
Henan,2025-06-16_20:00,41738.8,25405.9,0,0,67144.7,0
Henan,2025-07-22_00:00,46327.9,26597.8,0,0,72925.7,0
Henan,2025-07-22_04:00,40360.6,24611.4,0,0,64972,0
Henan,2025-07-22_08:00,39317.1,25431.6,0,0,64748.7,0
Henan,2025-07-22_12:00,52502.2,22690.6,0,0,75192.8,0
Henan,2025-07-22_16:00,55839.2,22690.6,0,0,78529.8,0
Henan,2025-07-22_20:00,51409.5,26597.8,0,0,78007.4,0
Henan,2025-08-19_00:00,41911.6,24984.3,0,0,66895.9,0
Henan,2025-08-19_04:00,36816.2,22450.1,0,0,59266.3,0
Henan,2025-08-19_08:00,37053.8,23198.2,0,0,60252.1,0
Henan,2025-08-19_12:00,42205.8,26268.2,329.585,0,68803.6,0
Henan,2025-08-19_16:00,46307.3,24193.1,0,0,70500.5,0
Henan,2025-08-19_20:00,44612,26597.8,0,0,71209.8,0
Henan,2025-09-20_00:00,33096.3,20124.5,0,0,53220.8,0
Henan,2025-09-20_04:00,29884.7,18083.2,0,0,47967.9,0
Henan,2025-09-20_08:00,28852.3,18685.9,0,0,47538.2,0
Henan,2025-09-20_12:00,33197,22554.2,0,0,55751.2,0
Henan,2025-09-20_16:00,35573.5,22390.1,0,0,57963.5,0
Henan,2025-09-20_20:00,35404.8,21543.5,0,0,56948.3,0
Henan,2025-10-26_00:00,30765.8,18699.4,0,0,49465.2,0
Henan,2025-10-26_04:00,27555,16802.7,0,0,44357.7,0
Henan,2025-10-26_08:00,23534.8,17362.7,0,0,40897.4,0
Henan,2025-10-26_12:00,23790.5,20957.1,0,0,44747.5,0
Henan,2025-10-26_16:00,32100.6,20804.5,0,0,52905.2,0
Henan,2025-10-26_20:00,33991.5,20017.9,0,0,54009.4,0
Henan,2025-11-19_00:00,33356.9,19884,0,0,53240.8,0
Henan,2025-11-19_04:00,29530.3,17867.1,0,0,47397.4,0
Henan,2025-11-19_08:00,27761.5,18462.5,0,0,46224,0
Henan,2025-11-19_12:00,28191.9,22284.7,0,0,50476.5,0
Henan,2025-11-19_16:00,35526.4,22122.4,0,0,57648.8,0
Henan,2025-11-19_20:00,34989.7,21286,0,0,56275.7,0
Henan,2025-12-16_00:00,37644.6,22656.5,0,0,60301.1,0
Henan,2025-12-16_04:00,33386.1,20358.4,0,0,53744.6,0
Henan,2025-12-16_08:00,31682.1,21036.9,0,0,52719,0
Henan,2025-12-16_12:00,31819.5,24170.8,0,0,55990.2,0
Henan,2025-12-16_16:00,45866,19164.3,0,0,65030.3,0
Henan,2025-12-16_20:00,39774.6,24254.1,0,0,64028.7,0
Hubei,2025-01-22_00:00,37069,-776.659,0,0,36292.4,0
Hubei,2025-01-22_04:00,29042,3627.06,0,0,32669,0
Hubei,2025-01-22_08:00,35041.7,-2419.73,0,0,32622,0
Hubei,2025-01-22_12:00,42265.5,-4950.76,0,0,37314.7,0
Hubei,2025-01-22_16:00,43912.2,-4067.94,0,0,39844.2,0
Hubei,2025-01-22_20:00,41777,-3882.8,0,0,37894.2,0
Hubei,2025-02-08_00:00,22964,8968.15,0,0,31932.1,0
Hubei,2025-02-08_04:00,18001.1,10910.5,0,0,28911.6,0
Hubei,2025-02-08_08:00,19001.1,9856.45,0,0,28857.6,0
Hubei,2025-02-08_12:00,27294.7,6806.45,0,0,34101.1,0
Hubei,2025-02-08_16:00,27786.7,7755.73,0,0,35542.4,0
Hubei,2025-02-08_20:00,27818.4,5612.38,0,0,33430.8,0
Hubei,2025-03-21_00:00,25978.1,5342.06,0,0,31320.1,0
Hubei,2025-03-21_04:00,17387.6,10536.5,0,0,27924.1,0
Hubei,2025-03-21_08:00,20286.3,7480.87,0,0,27767.1,0
Hubei,2025-03-21_12:00,32988.9,-93.4797,0,0,32895.4,0
Hubei,2025-03-21_16:00,37617.5,-3306.27,0,0,34311.2,0
Hubei,2025-03-21_20:00,28633.9,3687.55,0,0,32321.4,0
Hubei,2025-04-11_00:00,20480.6,9863.26,0,0,30343.9,0
Hubei,2025-04-11_04:00,16909.6,10311.3,0,0,27220.9,0
Hubei,2025-04-11_08:00,16829.2,10362.8,0,0,27192,0
Hubei,2025-04-11_12:00,22406.1,9656.16,0,0,32062.3,0
Hubei,2025-04-11_16:00,28758.8,5105.53,0,0,33864.3,0
Hubei,2025-04-11_20:00,21697.6,9863.26,0,0,31560.9,0
Hubei,2025-05-22_00:00,25977.9,5053.84,0,0,31031.8,0
Hubei,2025-05-22_04:00,22543,5053.84,0,0,27596.8,0
Hubei,2025-05-22_08:00,18558.6,7948.08,0,0,26506.6,0
Hubei,2025-05-22_12:00,25978.8,5053.84,0,0,31032.7,0
Hubei,2025-05-22_16:00,31465.5,2553.84,0,0,34019.4,0
Hubei,2025-05-22_20:00,31359.1,511.65,0,0,31870.7,0
Hubei,2025-06-16_00:00,33694,414.894,0,0,34108.8,0
Hubei,2025-06-16_04:00,25826.3,5053.84,0,0,30880.1,0
Hubei,2025-06-16_08:00,22535.8,7443.78,0,0,29979.6,0
Hubei,2025-06-16_12:00,30592.9,4261.61,0,0,34854.5,0
Hubei,2025-06-16_16:00,41335.1,-4099.52,0,0,37235.5,0
Hubei,2025-06-16_20:00,37201.8,-626.861,0,0,36575,0
Hubei,2025-07-22_00:00,39937.1,618.775,0,0,40555.9,0
Hubei,2025-07-22_04:00,39170.6,-2776.27,0,0,35614.2,780.133
Hubei,2025-07-22_08:00,39663.6,-3208.13,0,0,35381.2,1074.3
Hubei,2025-07-22_12:00,41987.1,-1158.31,-1090.94,1090.94,40828.8,0
Hubei,2025-07-22_16:00,41420.8,1813.73,0,0,43234.6,0
Hubei,2025-07-22_20:00,38520.6,2645.77,0,0,41166.3,0
Hubei,2025-08-19_00:00,37877,6049.76,0,0,43926.8,0
Hubei,2025-08-19_04:00,37733.4,1946.92,0,0,39213.8,466.462
Hubei,2025-08-19_08:00,38155.3,2306.89,0,0,39074.2,1387.97
Hubei,2025-08-19_12:00,39547.9,6325.34,-339.493,339.493,45873.2,0
Hubei,2025-08-19_16:00,39147.5,8223.56,0,751.449,48122.5,0
Hubei,2025-08-19_20:00,37801.3,7538.55,0,0,45339.9,0
Hubei,2025-09-20_00:00,38111.6,-1837.9,0,0,36273.7,0
Hubei,2025-09-20_04:00,33125.4,-892.7,0,0,32232.7,0
Hubei,2025-09-20_08:00,33420.7,-2087.61,0,0,31333.1,0
Hubei,2025-09-20_12:00,42272.8,-5946.16,0,0,36326.7,0
Hubei,2025-09-20_16:00,42170,-3245.1,0,0,38924.9,0
Hubei,2025-09-20_20:00,39035.8,-1790.02,0,0,37245.8,0
Hubei,2025-10-26_00:00,33248.1,-2951.55,0,0,30296.5,0
Hubei,2025-10-26_04:00,22418.3,4251.7,0,0,26670,0
Hubei,2025-10-26_08:00,26135.4,-235.597,0,0,25899.8,0
Hubei,2025-10-26_12:00,30685.7,-582.626,0,0,30103,0
Hubei,2025-10-26_16:00,37850,-5270.63,0,0,32579.3,0
Hubei,2025-10-26_20:00,35443.6,-4521.45,0,0,30922.2,0
Hubei,2025-11-19_00:00,30447,1302.89,0,0,31749.9,0
Hubei,2025-11-19_04:00,17984.8,10528.3,0,0,28513.1,0
Hubei,2025-11-19_08:00,23425.3,4856.94,0,0,28282.3,0
Hubei,2025-11-19_12:00,31595.1,592.847,0,0,32187.9,0
Hubei,2025-11-19_16:00,36660.4,-1640.27,0,0,35020.2,0
Hubei,2025-11-19_20:00,32407.3,525.802,0,0,32933.1,0
Hubei,2025-12-16_00:00,40083.4,-4354.33,0,0,35729,0
Hubei,2025-12-16_04:00,31015.8,2719.94,0,0,32341.8,1393.9
Hubei,2025-12-16_08:00,30852.7,1474.04,0,0,31866.2,460.53
Hubei,2025-12-16_12:00,31448.5,4639.07,0,0,36087.6,0
Hubei,2025-12-16_16:00,43992.8,-4311.37,-1090.94,1090.94,39681.4,0
Hubei,2025-12-16_20:00,42153.1,-4016.57,0,0,38136.5,0
Hunan,2025-01-22_00:00,21871,13332.7,0,0,35203.7,0
Hunan,2025-01-22_04:00,16773.4,10224.5,0,0,26997.9,0
Hunan,2025-01-22_08:00,17785.4,10961.9,0,0,28747.3,0
Hunan,2025-01-22_12:00,20768.8,13705.2,0,0,34473.9,0
Hunan,2025-01-22_16:00,21819.4,13414.1,0,0,35233.5,0
Hunan,2025-01-22_20:00,22595.2,13778.3,0,0,36373.5,0
Hunan,2025-02-08_00:00,20385,12430.5,0,0,32815.5,0
Hunan,2025-02-08_04:00,15721.9,9532.64,0,0,25254.5,0
Hunan,2025-02-08_08:00,16484.8,10220.2,0,0,26705,0
Hunan,2025-02-08_12:00,19778.1,12777.7,0,0,32555.8,0
Hunan,2025-02-08_16:00,20518.1,12506.4,0,0,33024.5,0
Hunan,2025-02-08_20:00,21066.2,12845.9,0,0,33912.1,0
Hunan,2025-03-21_00:00,18540.1,11305.5,0,0,29845.6,0
Hunan,2025-03-21_04:00,14227.6,8669.92,0,0,22897.5,0
Hunan,2025-03-21_08:00,14683.4,9295.22,0,0,23978.6,0
Hunan,2025-03-21_12:00,18023.6,11621.3,0,0,29644.9,0
Hunan,2025-03-21_16:00,18823.1,11374.6,0,0,30197.6,0
Hunan,2025-03-21_20:00,19159.7,11683.3,0,0,30843,0
Hunan,2025-04-11_00:00,18153.1,10715.6,0,0,28868.7,0
Hunan,2025-04-11_04:00,13575.7,8217.49,0,0,21793.1,0
Hunan,2025-04-11_08:00,14230.4,8810.16,0,0,23040.6,0
Hunan,2025-04-11_12:00,17754.9,11014.9,0,0,28769.8,0
Hunan,2025-04-11_16:00,18131.2,10781,0,0,28912.2,0
Hunan,2025-04-11_20:00,18159.8,11073.6,0,0,29233.5,0
Hunan,2025-05-22_00:00,17972.9,8956.23,0,0,26929.1,0
Hunan,2025-05-22_04:00,18099.3,2362.67,0,0,20462,0
Hunan,2025-05-22_08:00,18276.1,2957.96,0,0,21234.1,0
Hunan,2025-05-22_12:00,18779.5,7823.57,0,0,26603.1,0
Hunan,2025-05-22_16:00,19177.1,7410.25,0,0,26587.4,0
Hunan,2025-05-22_20:00,18711.5,8728.11,0,0,27439.6,0
Hunan,2025-06-16_00:00,19989,11924.1,0,0,31913,0
Hunan,2025-06-16_04:00,15095.5,9144.28,0,0,24239.8,0
Hunan,2025-06-16_08:00,14929,9803.78,0,0,24732.8,0
Hunan,2025-06-16_12:00,18119.4,12257.2,0,0,30376.6,0
Hunan,2025-06-16_16:00,19183.9,11996.9,0,0,31180.7,0
Hunan,2025-06-16_20:00,20207.9,12322.5,0,0,32530.5,0
Hunan,2025-07-22_00:00,22320.1,13098.8,0,0,35298.2,120.743
Hunan,2025-07-22_04:00,16359.6,10045.2,131.435,0,26518.3,17.851
Hunan,2025-07-22_08:00,17798,10769.6,0,0,28148.1,419.489
Hunan,2025-07-22_12:00,19558.3,13464.7,1918.54,328.314,35269.9,0
Hunan,2025-07-22_16:00,21038.8,13178.8,0,0,34217.6,0
Hunan,2025-07-22_20:00,22198.8,13536.5,0,0,35735.3,0
Hunan,2025-08-19_00:00,24880.2,14892.1,0,0,39569.2,203.033
Hunan,2025-08-19_04:00,18768.2,11420.4,131.435,0,30248.5,71.5147
Hunan,2025-08-19_08:00,20091.6,12244,0,0,32052.1,283.536
Hunan,2025-08-19_12:00,24409.1,15308.1,52.6341,328.314,40098.2,0
Hunan,2025-08-19_16:00,26671.9,14983,131.048,0,41785.9,0
Hunan,2025-08-19_20:00,23428.2,15360.7,0,0,38788.9,0
Hunan,2025-09-20_00:00,22064.9,13454.9,0,0,35519.7,0
Hunan,2025-09-20_04:00,16921,10318.2,0,0,27239.2,0
Hunan,2025-09-20_08:00,16979.3,11062.4,0,0,28041.7,0
Hunan,2025-09-20_12:00,20414.5,13830.7,0,0,34245.2,0
Hunan,2025-09-20_16:00,22175.6,13537,0,0,35712.6,0
Hunan,2025-09-20_20:00,22802.2,13904.5,0,0,36706.7,0
Hunan,2025-10-26_00:00,18251.5,10837.7,0,0,29089.2,0
Hunan,2025-10-26_04:00,13629.6,8311.17,0,0,21940.8,0
Hunan,2025-10-26_08:00,13639.3,8910.59,0,0,22549.9,0
Hunan,2025-10-26_12:00,16307,11140.4,0,0,27447.5,0
Hunan,2025-10-26_16:00,17431.3,10903.9,0,0,28335.2,0
Hunan,2025-10-26_20:00,18366.8,11199.9,0,0,29566.7,0
Hunan,2025-11-19_00:00,19686.6,12004.6,0,0,31691.3,0
Hunan,2025-11-19_04:00,15196.8,9206.06,0,0,24402.9,0
Hunan,2025-11-19_08:00,15873.7,9870.03,0,0,25743.7,0
Hunan,2025-11-19_12:00,19108.2,12340,0,0,31448.2,0
Hunan,2025-11-19_16:00,19529,12077.9,0,0,31606.9,0
Hunan,2025-11-19_20:00,20344.5,12405.8,0,0,32750.3,0
Hunan,2025-12-16_00:00,23529.8,13956.5,0,0,37419.2,67.0797
Hunan,2025-12-16_04:00,17651.5,10702.9,0,0,28354.3,0
Hunan,2025-12-16_08:00,18626.2,11474.8,0,0,29790.3,310.727
Hunan,2025-12-16_12:00,21914.7,14346.3,0,0,36261,0
Hunan,2025-12-16_16:00,21841.7,14041.7,742.821,328.314,36954.5,0
Hunan,2025-12-16_20:00,23897.9,14422.9,0,0,38140.5,180.277
Jiangxi,2025-01-22_00:00,13431.4,3021.19,0,0,16452.6,0
Jiangxi,2025-01-22_04:00,11548.7,3021.19,0,0,14569.8,0
Jiangxi,2025-01-22_08:00,11308,3021.19,0,0,14329.2,0
Jiangxi,2025-01-22_12:00,14136.5,2754.63,0,0,16891.1,0
Jiangxi,2025-01-22_16:00,14837,3021.19,0,0,17858.2,0
Jiangxi,2025-01-22_20:00,15678.4,2620.58,0,0,18299,0
Jiangxi,2025-02-08_00:00,11250,3021.19,0,0,14271.2,0
Jiangxi,2025-02-08_04:00,8666.38,4178.93,0,0,12845.3,0
Jiangxi,2025-02-08_08:00,8121.84,4302.86,0,0,12424.7,0
Jiangxi,2025-02-08_12:00,10757.7,3021.19,0,0,13778.9,0
Jiangxi,2025-02-08_16:00,12518.6,3021.19,0,0,15539.8,0
Jiangxi,2025-02-08_20:00,13012,3021.19,0,0,16033.2,0
Jiangxi,2025-03-21_00:00,11956.7,3021.19,0,0,14977.9,0
Jiangxi,2025-03-21_04:00,10380.5,3021.19,0,0,13401.7,0
Jiangxi,2025-03-21_08:00,9475.02,3021.19,0,0,12496.2,0
Jiangxi,2025-03-21_12:00,11662.8,3021.19,0,0,14684,0
Jiangxi,2025-03-21_16:00,12800.7,3021.19,0,0,15821.9,0
Jiangxi,2025-03-21_20:00,13773.6,3021.19,0,0,16794.8,0
Jiangxi,2025-04-11_00:00,11524.7,3021.19,0,0,14545.9,0
Jiangxi,2025-04-11_04:00,10114.2,3021.19,0,0,13135.4,0
Jiangxi,2025-04-11_08:00,9699.97,3021.19,0,0,12721.2,0
Jiangxi,2025-04-11_12:00,12066.6,3021.19,0,0,15087.8,0
Jiangxi,2025-04-11_16:00,12893.5,3021.19,0,0,15914.6,0
Jiangxi,2025-04-11_20:00,13502.1,3021.19,0,0,16523.2,0
Jiangxi,2025-05-22_00:00,11634.3,3021.19,0,0,14655.5,0
Jiangxi,2025-05-22_04:00,10524.7,2540.79,0,0,13065.5,0
Jiangxi,2025-05-22_08:00,9810.79,1903.01,0,0,11713.8,0
Jiangxi,2025-05-22_12:00,11583.7,2811.67,0,0,14395.4,0
Jiangxi,2025-05-22_16:00,12635.8,3021.19,0,0,15656.9,0
Jiangxi,2025-05-22_20:00,12842.2,3467.22,0,0,16309.4,0
Jiangxi,2025-06-16_00:00,12666,3033.88,0,0,15699.9,0
Jiangxi,2025-06-16_04:00,11388.5,2805.19,0,0,14193.7,0
Jiangxi,2025-06-16_08:00,14092.4,-1812.04,0,0,12280.4,0
Jiangxi,2025-06-16_12:00,14849.5,-1113.75,0,0,13735.7,0
Jiangxi,2025-06-16_16:00,15522.2,1227.62,0,0,16749.8,0
Jiangxi,2025-06-16_20:00,14703.6,3021.19,0,0,17724.8,0
Jiangxi,2025-07-22_00:00,14492.1,3021.19,0,0,17513.3,0
Jiangxi,2025-07-22_04:00,9838.58,5943.6,0,0,15755.3,26.9062
Jiangxi,2025-07-22_08:00,10290.1,4820.89,0,0,15029.6,81.438
Jiangxi,2025-07-22_12:00,13392.1,3084.92,-63.7377,63.7377,16477,0
Jiangxi,2025-07-22_16:00,17930.6,1137.81,0,0,19068.4,0
Jiangxi,2025-07-22_20:00,19159.9,566.27,0,0,19726.2,0
Jiangxi,2025-08-19_00:00,17406.8,3021.19,0,0,20401.1,26.9062
Jiangxi,2025-08-19_04:00,15023,3021.19,0,0,18044.2,0
Jiangxi,2025-08-19_08:00,14218.7,3021.19,0,0,17158.4,81.438
Jiangxi,2025-08-19_12:00,20204.6,-402.553,-63.7377,63.7377,19802,0
Jiangxi,2025-08-19_16:00,23634.8,-2015.09,0,0,21619.7,0
Jiangxi,2025-08-19_20:00,27955.4,-5319.08,0,0,22636.3,0
Jiangxi,2025-09-20_00:00,14536.5,3021.19,0,0,17557.7,0
Jiangxi,2025-09-20_04:00,12497.6,3021.19,0,0,15518.8,0
Jiangxi,2025-09-20_08:00,10563.9,3021.19,0,0,13585.1,0
Jiangxi,2025-09-20_12:00,12169.6,3021.19,0,0,15190.8,0
Jiangxi,2025-09-20_16:00,15192.9,3021.19,0,0,18214.1,0
Jiangxi,2025-09-20_20:00,16447,3021.19,0,0,19468.2,0
Jiangxi,2025-10-26_00:00,13417.6,3021.19,0,0,16438.8,0
Jiangxi,2025-10-26_04:00,11772.8,3021.19,0,0,14794,0
Jiangxi,2025-10-26_08:00,10087.6,3197.84,0,0,13285.4,0
Jiangxi,2025-10-26_12:00,11307,3021.19,0,0,14328.2,0
Jiangxi,2025-10-26_16:00,14827.4,3021.19,0,0,17848.6,0
Jiangxi,2025-10-26_20:00,15713.3,3021.19,0,0,18734.5,0
Jiangxi,2025-11-19_00:00,13084.7,3021.19,0,0,16105.9,0
Jiangxi,2025-11-19_04:00,11223.6,3021.19,0,0,14244.8,0
Jiangxi,2025-11-19_08:00,11048.2,3021.19,0,0,14069.4,0
Jiangxi,2025-11-19_12:00,13509.2,3021.19,0,0,16530.4,0
Jiangxi,2025-11-19_16:00,14799.2,3021.19,0,0,17820.4,0
Jiangxi,2025-11-19_20:00,15061,3021.19,0,0,18082.1,0
Jiangxi,2025-12-16_00:00,14891,3021.19,0,0,17885.3,26.9062
Jiangxi,2025-12-16_04:00,12485.4,3429.38,0,0,15914.8,0
Jiangxi,2025-12-16_08:00,10860.4,3857.42,0,0,14636.4,81.438
Jiangxi,2025-12-16_12:00,12732.2,3021.19,0,0,15753.4,0
Jiangxi,2025-12-16_16:00,17044.1,2281.68,-63.7377,63.7377,19325.8,0
Jiangxi,2025-12-16_20:00,17510.1,2573.08,0,0,20083.1,0
Sichuan,2025-01-22_00:00,92830.7,-55979.1,0,0,36851.7,0
Sichuan,2025-01-22_04:00,80477.2,-49538.3,0,0,30938.9,0
Sichuan,2025-01-22_08:00,82660.1,-50563.4,0,0,32096.8,0
Sichuan,2025-01-22_12:00,98339.7,-52861.5,0,0,45478.2,0
Sichuan,2025-01-22_16:00,106332,-59760.6,0,0,46571.1,0
Sichuan,2025-01-22_20:00,114600,-70104.1,0,0,44495.8,0
Sichuan,2025-02-08_00:00,85657.1,-53724.2,0,0,31932.9,0
Sichuan,2025-02-08_04:00,74348,-47500.2,0,0,26847.8,0
Sichuan,2025-02-08_08:00,71600.6,-43750.7,0,0,27849.9,0
