ev_project,timepoint,load_zone,ev_charge,charging_power,ev_discharge,discharging_power,state_charge_of_ev
Hunan-Ev,2025-07-22_16:00,Hunan,0,0,1,0,5669.92
Hunan-Ev,2025-07-22_20:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-08-19_00:00,Hunan,1,241.8,0,0,5942.63
Hunan-Ev,2025-08-19_04:00,Hunan,1,94.3777,0,0,6270.78
Hunan-Ev,2025-08-19_08:00,Hunan,1,2.35944,0,0,5081.87
Hunan-Ev,2025-08-19_12:00,Hunan,1,196.914,0,0,5606.55
Hunan-Ev,2025-08-19_16:00,Hunan,1,2300.86,0,0,12752.7
Hunan-Ev,2025-08-19_20:00,Hunan,0,0,1,1741.28,5081.87
Hunan-Ev,2025-09-20_00:00,Hunan,1,0,0,0,6562.88
Hunan-Ev,2025-09-20_04:00,Hunan,0,0,1,0,6519.32
Hunan-Ev,2025-09-20_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-09-20_12:00,Hunan,1,264.792,0,0,5081.87
Hunan-Ev,2025-09-20_16:00,Hunan,1,915.502,0,0,7762.2
Hunan-Ev,2025-09-20_20:00,Hunan,1,0,0,0,6586.11
Hunan-Ev,2025-10-26_00:00,Hunan,1,453.166,0,0,6780.67
Hunan-Ev,2025-10-26_04:00,Hunan,0,0,1,0,6758.89
Hunan-Ev,2025-10-26_08:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-10-26_12:00,Hunan,1,205.95,0,0,5081.87
Hunan-Ev,2025-10-26_16:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-10-26_20:00,Hunan,0,0,1,0,5081.87
Hunan-Ev,2025-11-19_00:00,Hunan,1,0,0,0,5219.56
Hunan-Ev,2025-11-19_04:00,Hunan,1,94.3777,0,0,5552.06
Hunan-Ev,2025-11-19_08:00,Hunan,1,2.35944,0,0,5081.87
Hunan-Ev,2025-11-19_12:00,Hunan,1,229.573,0,0,5618.85
Hunan-Ev,2025-11-19_16:00,Hunan,0,0,1,0,5618.85
Hunan-Ev,2025-11-19_20:00,Hunan,0,0,1,0,5266.02
Hunan-Ev,2025-12-16_00:00,Hunan,1,544.802,0,0,7140.5
Hunan-Ev,2025-12-16_04:00,Hunan,1,94.3777,0,0,7468.65
Hunan-Ev,2025-12-16_08:00,Hunan,1,2.35944,0,0,5081.87
Hunan-Ev,2025-12-16_12:00,Hunan,1,264.792,0,0,5081.87
Hunan-Ev,2025-12-16_16:00,Hunan,1,252.183,0,0,5081.87
Hunan-Ev,2025-12-16_20:00,Hunan,1,61.8995,0,0,5081.87
Jiangxi-Ev,2025-01-22_00:00,Jiangxi,1,248.952,0,0,4236.35
Jiangxi-Ev,2025-01-22_04:00,Jiangxi,0,0,1,0,4230.69
Jiangxi-Ev,2025-01-22_08:00,Jiangxi,0,0,1,0,3297.87
Jiangxi-Ev,2025-01-22_12:00,Jiangxi,1,76.3717,0,0,3297.87
Jiangxi-Ev,2025-01-22_16:00,Jiangxi,1,245.48,0,0,3297.87
Jiangxi-Ev,2025-01-22_20:00,Jiangxi,1,20.0848,0,0,3297.87
Jiangxi-Ev,2025-02-08_00:00,Jiangxi,1,65.914,0,0,3525.73
Jiangxi-Ev,2025-02-08_04:00,Jiangxi,1,61.2461,0,0,3758.46
Jiangxi-Ev,2025-02-08_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-02-08_12:00,Jiangxi,1,95.4646,0,0,3297.87
Jiangxi-Ev,2025-02-08_16:00,Jiangxi,1,189.441,0,0,3603.16
Jiangxi-Ev,2025-02-08_20:00,Jiangxi,1,0,0,0,3297.87
Jiangxi-Ev,2025-03-21_00:00,Jiangxi,1,149.724,0,0,3859.28
Jiangxi-Ev,2025-03-21_04:00,Jiangxi,1,61.2461,0,0,4069.4
Jiangxi-Ev,2025-03-21_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-03-21_12:00,Jiangxi,1,222.017,0,0,4068.98
Jiangxi-Ev,2025-03-21_16:00,Jiangxi,1,69.8317,0,0,3297.87
Jiangxi-Ev,2025-03-21_20:00,Jiangxi,1,60.2543,0,0,3297.87
Jiangxi-Ev,2025-04-11_00:00,Jiangxi,1,3.96736,0,0,3297.87
Jiangxi-Ev,2025-04-11_04:00,Jiangxi,1,46.0772,0,0,3447.52
Jiangxi-Ev,2025-04-11_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-04-11_12:00,Jiangxi,1,38.1858,0,0,3297.87
Jiangxi-Ev,2025-04-11_16:00,Jiangxi,0,0,1,0,3297.87
Jiangxi-Ev,2025-04-11_20:00,Jiangxi,1,100.424,0,0,3297.87
Jiangxi-Ev,2025-05-22_00:00,Jiangxi,1,198.208,0,0,4628.16
Jiangxi-Ev,2025-05-22_04:00,Jiangxi,1,61.2461,0,0,4846.76
Jiangxi-Ev,2025-05-22_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-05-22_12:00,Jiangxi,1,222.017,0,0,3416
Jiangxi-Ev,2025-05-22_16:00,Jiangxi,1,259.653,0,0,4195.39
Jiangxi-Ev,2025-05-22_20:00,Jiangxi,0,0,1,0.014391,3890.04
Jiangxi-Ev,2025-06-16_00:00,Jiangxi,0,0,1,0.010647,4317.22
Jiangxi-Ev,2025-06-16_04:00,Jiangxi,1,61.2461,0,0,4535.82
Jiangxi-Ev,2025-06-16_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-06-16_12:00,Jiangxi,1,222.017,0,0,3488.56
Jiangxi-Ev,2025-06-16_16:00,Jiangxi,1,562.511,0,0,5004.21
Jiangxi-Ev,2025-06-16_20:00,Jiangxi,0,0,1,0.014391,4317.26
Jiangxi-Ev,2025-07-22_00:00,Jiangxi,1,74.0966,0,0,3575.67
Jiangxi-Ev,2025-07-22_04:00,Jiangxi,1,61.2461,0,0,3799.92
Jiangxi-Ev,2025-07-22_08:00,Jiangxi,1,1.53115,0,0,3805.74
Jiangxi-Ev,2025-07-22_12:00,Jiangxi,0,0,1,0,3297.87
Jiangxi-Ev,2025-07-22_16:00,Jiangxi,1,218.205,0,0,3297.87
Jiangxi-Ev,2025-07-22_20:00,Jiangxi,1,40.1695,0,0,3297.87
Jiangxi-Ev,2025-08-19_00:00,Jiangxi,1,332.173,0,0,4545.05
Jiangxi-Ev,2025-08-19_04:00,Jiangxi,0,0,1,0,4528.09
Jiangxi-Ev,2025-08-19_08:00,Jiangxi,0,0,1,0,4061.68
Jiangxi-Ev,2025-08-19_12:00,Jiangxi,1,222.017,0,0,4252.37
Jiangxi-Ev,2025-08-19_16:00,Jiangxi,1,0,0,0,3526.83
Jiangxi-Ev,2025-08-19_20:00,Jiangxi,0,0,1,0,3297.87
Jiangxi-Ev,2025-09-20_00:00,Jiangxi,1,296.92,0,0,4405.79
Jiangxi-Ev,2025-09-20_04:00,Jiangxi,0,0,1,0,4380.35
Jiangxi-Ev,2025-09-20_08:00,Jiangxi,1,1.53115,0,0,3297.87
Jiangxi-Ev,2025-09-20_12:00,Jiangxi,1,222.017,0,0,3778.77
Jiangxi-Ev,2025-09-20_16:00,Jiangxi,0,0,1,0,3467.83
Jiangxi-Ev,2025-09-20_20:00,Jiangxi,0,0,1,0,3315.18
Jiangxi-Ev,2025-10-26_00:00,Jiangxi,0,0,1,0,3628.43
Jiangxi-Ev,2025-10-26_04:00,Jiangxi,0,0,1,0,3602.99
