GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
Anhui-Coal-2022,2025.09.20.00,Coal,226063.18995416013
Anhui-Coal-2022,2025.09.20.04,Coal,153139.58029152785
Anhui-Coal-2022,2025.09.20.08,Coal,134616.14061312002
Anhui-Coal-2022,2025.09.20.12,Coal,208422.03951384663
Anhui-Coal-2022,2025.09.20.16,Coal,260527.54939230825
Anhui-Coal-2022,2025.09.20.20,Coal,307093.51595416013
Anhui-Coal-2022,2025.10.26.00,Coal,220770.93578097926
Anhui-Coal-2022,2025.10.26.04,Coal,155813.08804305128
Anhui-Coal-2022,2025.10.26.08,Coal,105550.80157755087
Anhui-Coal-2022,2025.10.26.12,Coal,166693.48174630702
Anhui-Coal-2022,2025.10.26.16,Coal,247723.80774630702
Anhui-Coal-2022,2025.10.26.20,Coal,284495.5613152744
Anhui-Coal-2022,2025.11.19.00,Coal,298665.873441572
Anhui-Coal-2022,2025.11.19.04,Coal,248888.2278679767
Anhui-Coal-2022,2025.11.19.08,Coal,241433.4861082555
Anhui-Coal-2022,2025.11.19.12,Coal,274168.64847423066
Anhui-Coal-2022,2025.11.19.16,Coal,334864.16633799433
Anhui-Coal-2022,2025.11.19.20,Coal,323337.2906679453
Anhui-Coal-2022,2025.12.16.00,Coal,342763.98505722726
Anhui-Coal-2022,2025.12.16.04,Coal,282986.6444558867
Anhui-Coal-2022,2025.12.16.08,Coal,251550.71956928287
Anhui-Coal-2022,2025.12.16.12,Coal,254271.83210968904
Anhui-Coal-2022,2025.12.16.16,Coal,335302.1581096891
Anhui-Coal-2022,2025.12.16.20,Coal,378705.57965990016
Anhui-Gas-2022,2025.01.22.00,Gas,0.0
Anhui-Gas-2022,2025.01.22.04,Gas,0.0
Anhui-Gas-2022,2025.01.22.08,Gas,0.0
Anhui-Gas-2022,2025.01.22.12,Gas,0.0
Anhui-Gas-2022,2025.01.22.16,Gas,0.0
Anhui-Gas-2022,2025.01.22.20,Gas,0.0
Anhui-Gas-2022,2025.02.08.00,Gas,0.0
Anhui-Gas-2022,2025.02.08.04,Gas,0.0
Anhui-Gas-2022,2025.02.08.08,Gas,0.0
Anhui-Gas-2022,2025.02.08.12,Gas,0.0
Anhui-Gas-2022,2025.02.08.16,Gas,0.0
Anhui-Gas-2022,2025.02.08.20,Gas,0.0
Anhui-Gas-2022,2025.03.21.00,Gas,0.0
Anhui-Gas-2022,2025.03.21.04,Gas,0.0
Anhui-Gas-2022,2025.03.21.08,Gas,0.0
Anhui-Gas-2022,2025.03.21.12,Gas,0.0
Anhui-Gas-2022,2025.03.21.16,Gas,0.0
Anhui-Gas-2022,2025.03.21.20,Gas,0.0
Anhui-Gas-2022,2025.04.11.00,Gas,0.0
Anhui-Gas-2022,2025.04.11.04,Gas,0.0
Anhui-Gas-2022,2025.04.11.08,Gas,0.0
Anhui-Gas-2022,2025.04.11.12,Gas,0.0
Anhui-Gas-2022,2025.04.11.16,Gas,0.0
Anhui-Gas-2022,2025.04.11.20,Gas,0.0
Anhui-Gas-2022,2025.05.22.00,Gas,0.0
Anhui-Gas-2022,2025.05.22.04,Gas,0.0
Anhui-Gas-2022,2025.05.22.08,Gas,0.0
Anhui-Gas-2022,2025.05.22.12,Gas,0.0
Anhui-Gas-2022,2025.05.22.16,Gas,0.0
Anhui-Gas-2022,2025.05.22.20,Gas,0.0
Anhui-Gas-2022,2025.06.16.00,Gas,0.0
Anhui-Gas-2022,2025.06.16.04,Gas,0.0
Anhui-Gas-2022,2025.06.16.08,Gas,0.0
Anhui-Gas-2022,2025.06.16.12,Gas,0.0
Anhui-Gas-2022,2025.06.16.16,Gas,0.0
Anhui-Gas-2022,2025.06.16.20,Gas,0.0
Anhui-Gas-2022,2025.07.22.00,Gas,0.0
Anhui-Gas-2022,2025.07.22.04,Gas,0.0
Anhui-Gas-2022,2025.07.22.08,Gas,0.0
Anhui-Gas-2022,2025.07.22.12,Gas,0.0
Anhui-Gas-2022,2025.07.22.16,Gas,0.0
Anhui-Gas-2022,2025.07.22.20,Gas,0.0
Anhui-Gas-2022,2025.08.19.00,Gas,0.0
Anhui-Gas-2022,2025.08.19.04,Gas,0.0
Anhui-Gas-2022,2025.08.19.08,Gas,0.0
Anhui-Gas-2022,2025.08.19.12,Gas,0.0
Anhui-Gas-2022,2025.08.19.16,Gas,0.0
Anhui-Gas-2022,2025.08.19.20,Gas,0.0
Anhui-Gas-2022,2025.09.20.00,Gas,0.0
Anhui-Gas-2022,2025.09.20.04,Gas,0.0
Anhui-Gas-2022,2025.09.20.08,Gas,0.0
Anhui-Gas-2022,2025.09.20.12,Gas,0.0
Anhui-Gas-2022,2025.09.20.16,Gas,0.0
Anhui-Gas-2022,2025.09.20.20,Gas,0.0
Anhui-Gas-2022,2025.10.26.00,Gas,0.0
Anhui-Gas-2022,2025.10.26.04,Gas,0.0
Anhui-Gas-2022,2025.10.26.08,Gas,0.0
Anhui-Gas-2022,2025.10.26.12,Gas,0.0
Anhui-Gas-2022,2025.10.26.16,Gas,0.0
Anhui-Gas-2022,2025.10.26.20,Gas,0.0
Anhui-Gas-2022,2025.11.19.00,Gas,0.0
Anhui-Gas-2022,2025.11.19.04,Gas,0.0
Anhui-Gas-2022,2025.11.19.08,Gas,0.0
Anhui-Gas-2022,2025.11.19.12,Gas,0.0
Anhui-Gas-2022,2025.11.19.16,Gas,0.0
Anhui-Gas-2022,2025.11.19.20,Gas,0.0
Anhui-Gas-2022,2025.12.16.00,Gas,0.0
Anhui-Gas-2022,2025.12.16.04,Gas,0.0
Anhui-Gas-2022,2025.12.16.08,Gas,0.0
Anhui-Gas-2022,2025.12.16.12,Gas,0.0
Anhui-Gas-2022,2025.12.16.16,Gas,0.0
Anhui-Gas-2022,2025.12.16.20,Gas,0.0
Beijing-Coal-2022,2025.01.22.00,Coal,5800.795
Beijing-Coal-2022,2025.01.22.04,Coal,4640.636
Beijing-Coal-2022,2025.01.22.08,Coal,5800.795
Beijing-Coal-2022,2025.01.22.12,Coal,5800.795
Beijing-Coal-2022,2025.01.22.16,Coal,5800.795
Beijing-Coal-2022,2025.01.22.20,Coal,5800.795
Beijing-Coal-2022,2025.02.08.00,Coal,5800.795
Beijing-Coal-2022,2025.02.08.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.02.08.08,Coal,5800.795
Beijing-Coal-2022,2025.02.08.12,Coal,5800.795
Beijing-Coal-2022,2025.02.08.16,Coal,5800.795
Beijing-Coal-2022,2025.02.08.20,Coal,5800.795
Beijing-Coal-2022,2025.03.21.00,Coal,5800.795
Beijing-Coal-2022,2025.03.21.04,Coal,5800.795
Beijing-Coal-2022,2025.03.21.08,Coal,5800.795
Beijing-Coal-2022,2025.03.21.12,Coal,5800.795
Beijing-Coal-2022,2025.03.21.16,Coal,5800.795
Beijing-Coal-2022,2025.03.21.20,Coal,5800.795
Beijing-Coal-2022,2025.04.11.00,Coal,5800.795
Beijing-Coal-2022,2025.04.11.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.04.11.08,Coal,3480.4769999999994
Beijing-Coal-2022,2025.04.11.12,Coal,3480.4770000000003
Beijing-Coal-2022,2025.04.11.16,Coal,4640.636
Beijing-Coal-2022,2025.04.11.20,Coal,5800.795
Beijing-Coal-2022,2025.05.22.00,Coal,5800.795
Beijing-Coal-2022,2025.05.22.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.05.22.08,Coal,3480.4769999999994
Beijing-Coal-2022,2025.05.22.12,Coal,4640.6359999999995
Beijing-Coal-2022,2025.05.22.16,Coal,5800.795
Beijing-Coal-2022,2025.05.22.20,Coal,5800.795
Beijing-Coal-2022,2025.06.16.00,Coal,5800.795
Beijing-Coal-2022,2025.06.16.04,Coal,5800.795
Beijing-Coal-2022,2025.06.16.08,Coal,5800.795
Beijing-Coal-2022,2025.06.16.12,Coal,5800.795
Beijing-Coal-2022,2025.06.16.16,Coal,5800.795
Beijing-Coal-2022,2025.06.16.20,Coal,5800.795
Beijing-Coal-2022,2025.07.22.00,Coal,5800.795
Beijing-Coal-2022,2025.07.22.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.07.22.08,Coal,5800.795
Beijing-Coal-2022,2025.07.22.12,Coal,5800.795
Beijing-Coal-2022,2025.07.22.16,Coal,5800.795
Beijing-Coal-2022,2025.07.22.20,Coal,5800.795
Beijing-Coal-2022,2025.08.19.00,Coal,4640.6359999999995
Beijing-Coal-2022,2025.08.19.04,Coal,3596.4928999999997
Beijing-Coal-2022,2025.08.19.08,Coal,2436.3338999999996
Beijing-Coal-2022,2025.08.19.12,Coal,3480.4769999999994
Beijing-Coal-2022,2025.08.19.16,Coal,4640.6359999999995
Beijing-Coal-2022,2025.08.19.20,Coal,5800.795
Beijing-Coal-2022,2025.09.20.00,Coal,5800.795
Beijing-Coal-2022,2025.09.20.04,Coal,5800.795
Beijing-Coal-2022,2025.09.20.08,Coal,5800.795
Beijing-Coal-2022,2025.09.20.12,Coal,5800.795
Beijing-Coal-2022,2025.09.20.16,Coal,5800.795
Beijing-Coal-2022,2025.09.20.20,Coal,5800.795
Beijing-Coal-2022,2025.10.26.00,Coal,5800.795
Beijing-Coal-2022,2025.10.26.04,Coal,5800.795
Beijing-Coal-2022,2025.10.26.08,Coal,5800.795
Beijing-Coal-2022,2025.10.26.12,Coal,5800.795
Beijing-Coal-2022,2025.10.26.16,Coal,5800.795
Beijing-Coal-2022,2025.10.26.20,Coal,5800.795
Beijing-Coal-2022,2025.11.19.00,Coal,5800.795
Beijing-Coal-2022,2025.11.19.04,Coal,5800.795000000001
Beijing-Coal-2022,2025.11.19.08,Coal,5800.795
Beijing-Coal-2022,2025.11.19.12,Coal,5800.795
Beijing-Coal-2022,2025.11.19.16,Coal,5800.795
Beijing-Coal-2022,2025.11.19.20,Coal,5800.795
Beijing-Coal-2022,2025.12.16.00,Coal,5800.795
Beijing-Coal-2022,2025.12.16.04,Coal,4640.6359999999995
Beijing-Coal-2022,2025.12.16.08,Coal,5026.509900285536
Beijing-Coal-2022,2025.12.16.12,Coal,5800.795
Beijing-Coal-2022,2025.12.16.16,Coal,5800.795
Beijing-Coal-2022,2025.12.16.20,Coal,5800.795
Beijing-Gas-2022,2025.01.22.00,Gas,0.0
Beijing-Gas-2022,2025.01.22.04,Gas,0.0
Beijing-Gas-2022,2025.01.22.08,Gas,0.0
Beijing-Gas-2022,2025.01.22.12,Gas,0.0
Beijing-Gas-2022,2025.01.22.16,Gas,0.0
Beijing-Gas-2022,2025.01.22.20,Gas,15083.435903324582
Beijing-Gas-2022,2025.02.08.00,Gas,0.0
Beijing-Gas-2022,2025.02.08.04,Gas,0.0
Beijing-Gas-2022,2025.02.08.08,Gas,0.0
Beijing-Gas-2022,2025.02.08.12,Gas,0.0
Beijing-Gas-2022,2025.02.08.16,Gas,0.0
Beijing-Gas-2022,2025.02.08.20,Gas,0.0
Beijing-Gas-2022,2025.03.21.00,Gas,0.0
Beijing-Gas-2022,2025.03.21.04,Gas,0.0
Beijing-Gas-2022,2025.03.21.08,Gas,0.0
Beijing-Gas-2022,2025.03.21.12,Gas,0.0
Beijing-Gas-2022,2025.03.21.16,Gas,0.0
Beijing-Gas-2022,2025.03.21.20,Gas,0.0
Beijing-Gas-2022,2025.04.11.00,Gas,0.0
Beijing-Gas-2022,2025.04.11.04,Gas,0.0
Beijing-Gas-2022,2025.04.11.08,Gas,0.0
Beijing-Gas-2022,2025.04.11.12,Gas,0.0
Beijing-Gas-2022,2025.04.11.16,Gas,0.0
Beijing-Gas-2022,2025.04.11.20,Gas,0.0
Beijing-Gas-2022,2025.05.22.00,Gas,0.0
Beijing-Gas-2022,2025.05.22.04,Gas,0.0
Beijing-Gas-2022,2025.05.22.08,Gas,0.0
Beijing-Gas-2022,2025.05.22.12,Gas,0.0
Beijing-Gas-2022,2025.05.22.16,Gas,0.0
Beijing-Gas-2022,2025.05.22.20,Gas,0.0
Beijing-Gas-2022,2025.06.16.00,Gas,0.0
Beijing-Gas-2022,2025.06.16.04,Gas,0.0
Beijing-Gas-2022,2025.06.16.08,Gas,0.0
Beijing-Gas-2022,2025.06.16.12,Gas,0.0
Beijing-Gas-2022,2025.06.16.16,Gas,0.0
Beijing-Gas-2022,2025.06.16.20,Gas,0.0
Beijing-Gas-2022,2025.07.22.00,Gas,0.0
Beijing-Gas-2022,2025.07.22.04,Gas,0.0
Beijing-Gas-2022,2025.07.22.08,Gas,0.0
Beijing-Gas-2022,2025.07.22.12,Gas,1515.4603071005822
Beijing-Gas-2022,2025.07.22.16,Gas,5970.161599912615
Beijing-Gas-2022,2025.07.22.20,Gas,6106.882260104757
Beijing-Gas-2022,2025.08.19.00,Gas,0.0
Beijing-Gas-2022,2025.08.19.04,Gas,0.0
Beijing-Gas-2022,2025.08.19.08,Gas,0.0
Beijing-Gas-2022,2025.08.19.12,Gas,0.0
Beijing-Gas-2022,2025.08.19.16,Gas,0.0
Beijing-Gas-2022,2025.08.19.20,Gas,0.0
Beijing-Gas-2022,2025.09.20.00,Gas,0.0
Beijing-Gas-2022,2025.09.20.04,Gas,0.0
Beijing-Gas-2022,2025.09.20.08,Gas,0.0
Beijing-Gas-2022,2025.09.20.12,Gas,0.0
Beijing-Gas-2022,2025.09.20.16,Gas,0.0
Beijing-Gas-2022,2025.09.20.20,Gas,0.0
Beijing-Gas-2022,2025.10.26.00,Gas,0.0
Beijing-Gas-2022,2025.10.26.04,Gas,0.0
Beijing-Gas-2022,2025.10.26.08,Gas,0.0
Beijing-Gas-2022,2025.10.26.12,Gas,0.0
Beijing-Gas-2022,2025.10.26.16,Gas,0.0
Beijing-Gas-2022,2025.10.26.20,Gas,0.0
Beijing-Gas-2022,2025.11.19.00,Gas,0.0
Beijing-Gas-2022,2025.11.19.04,Gas,0.0
Beijing-Gas-2022,2025.11.19.08,Gas,0.0
Beijing-Gas-2022,2025.11.19.12,Gas,0.0
Beijing-Gas-2022,2025.11.19.16,Gas,0.0
Beijing-Gas-2022,2025.11.19.20,Gas,0.0
Beijing-Gas-2022,2025.12.16.00,Gas,0.0
Beijing-Gas-2022,2025.12.16.04,Gas,0.0
Beijing-Gas-2022,2025.12.16.08,Gas,0.0
Beijing-Gas-2022,2025.12.16.12,Gas,0.0
Beijing-Gas-2022,2025.12.16.16,Gas,12042.119761864053
Beijing-Gas-2022,2025.12.16.20,Gas,21862.906640648936
Chongqing-Coal-2022,2025.01.22.00,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.04,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.08,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.12,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.16,Coal,104941.655
Chongqing-Coal-2022,2025.01.22.20,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.00,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.04,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.08,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.12,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.16,Coal,104941.655
Chongqing-Coal-2022,2025.02.08.20,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.00,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.04,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.08,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.12,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.16,Coal,104941.655
Chongqing-Coal-2022,2025.03.21.20,Coal,92684.10709713004
Chongqing-Coal-2022,2025.04.11.00,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.04,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.08,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.12,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.16,Coal,104941.655
Chongqing-Coal-2022,2025.04.11.20,Coal,104941.655
Chongqing-Coal-2022,2025.05.22.00,Coal,42499.001842702535
Chongqing-Coal-2022,2025.05.22.04,Coal,54904.06482286507
Chongqing-Coal-2022,2025.05.22.08,Coal,56033.04517614016
Chongqing-Coal-2022,2025.05.22.12,Coal,62736.62176779899
Chongqing-Coal-2022,2025.05.22.16,Coal,83724.952767799
Chongqing-Coal-2022,2025.05.22.20,Coal,62736.62176779899
Chongqing-Coal-2022,2025.06.16.00,Coal,44075.49509999999
Chongqing-Coal-2022,2025.06.16.04,Coal,36729.579249999995
Chongqing-Coal-2022,2025.06.16.08,Coal,46000.52798618316
Chongqing-Coal-2022,2025.06.16.12,Coal,57500.65998272895
Chongqing-Coal-2022,2025.06.16.16,Coal,38952.05998830025
Chongqing-Coal-2022,2025.06.16.20,Coal,48690.07498537532
Chongqing-Coal-2022,2025.07.22.00,Coal,27681.51234163578
Chongqing-Coal-2022,2025.07.22.04,Coal,18751.992231430686
Chongqing-Coal-2022,2025.07.22.08,Coal,16862.050153089764
Chongqing-Coal-2022,2025.07.22.12,Coal,23256.389053863044
Chongqing-Coal-2022,2025.07.22.16,Coal,44244.72005386304
Chongqing-Coal-2022,2025.07.22.20,Coal,40863.18488527186
Chongqing-Coal-2022,2025.08.19.00,Coal,55947.585061450736
Chongqing-Coal-2022,2025.08.19.04,Coal,37899.976977111786
Chongqing-Coal-2022,2025.08.19.08,Coal,31166.486053606503
Chongqing-Coal-2022,2025.08.19.12,Coal,44482.189744362106
Chongqing-Coal-2022,2025.08.19.16,Coal,51865.697914385186
Chongqing-Coal-2022,2025.08.19.20,Coal,63176.101558908005
Chongqing-Coal-2022,2025.09.20.00,Coal,27191.592279762874
Chongqing-Coal-2022,2025.09.20.04,Coal,18420.110899194202
Chongqing-Coal-2022,2025.09.20.08,Coal,14628.320250126195
Chongqing-Coal-2022,2025.09.20.12,Coal,27695.024456904106
Chongqing-Coal-2022,2025.09.20.16,Coal,38364.64841762535
Chongqing-Coal-2022,2025.09.20.20,Coal,32629.910735715443
Chongqing-Coal-2022,2025.10.26.00,Coal,44075.49509999999
Chongqing-Coal-2022,2025.10.26.04,Coal,36729.579249999995
Chongqing-Coal-2022,2025.10.26.08,Coal,25586.85015813673
Chongqing-Coal-2022,2025.10.26.12,Coal,46575.18115813674
Chongqing-Coal-2022,2025.10.26.16,Coal,38812.65096511394
Chongqing-Coal-2022,2025.10.26.20,Coal,59800.98196511395
Chongqing-Coal-2022,2025.11.19.00,Coal,84033.02766228294
Chongqing-Coal-2022,2025.11.19.04,Coal,63044.69666228294
Chongqing-Coal-2022,2025.11.19.08,Coal,75995.49051205567
Chongqing-Coal-2022,2025.11.19.12,Coal,96983.82151205567
Chongqing-Coal-2022,2025.11.19.16,Coal,104941.655
Chongqing-Coal-2022,2025.11.19.20,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.00,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.04,Coal,83953.324
Chongqing-Coal-2022,2025.12.16.08,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.12,Coal,104941.65500000003
Chongqing-Coal-2022,2025.12.16.16,Coal,104941.655
Chongqing-Coal-2022,2025.12.16.20,Coal,104941.655
Chongqing-Gas-2022,2025.01.22.00,Gas,0.0
Chongqing-Gas-2022,2025.01.22.04,Gas,0.0
Chongqing-Gas-2022,2025.01.22.08,Gas,0.0
Chongqing-Gas-2022,2025.01.22.12,Gas,0.0
Chongqing-Gas-2022,2025.01.22.16,Gas,0.0
Chongqing-Gas-2022,2025.01.22.20,Gas,0.0
Chongqing-Gas-2022,2025.02.08.00,Gas,0.0
Chongqing-Gas-2022,2025.02.08.04,Gas,0.0
Chongqing-Gas-2022,2025.02.08.08,Gas,0.0
Chongqing-Gas-2022,2025.02.08.12,Gas,0.0
Chongqing-Gas-2022,2025.02.08.16,Gas,0.0
Chongqing-Gas-2022,2025.02.08.20,Gas,0.0
Chongqing-Gas-2022,2025.03.21.00,Gas,0.0
Chongqing-Gas-2022,2025.03.21.04,Gas,0.0
Chongqing-Gas-2022,2025.03.21.08,Gas,0.0
Chongqing-Gas-2022,2025.03.21.12,Gas,0.0
Chongqing-Gas-2022,2025.03.21.16,Gas,0.0
Chongqing-Gas-2022,2025.03.21.20,Gas,0.0
Chongqing-Gas-2022,2025.04.11.00,Gas,0.0
Chongqing-Gas-2022,2025.04.11.04,Gas,0.0
Chongqing-Gas-2022,2025.04.11.08,Gas,0.0
Chongqing-Gas-2022,2025.04.11.12,Gas,0.0
Chongqing-Gas-2022,2025.04.11.16,Gas,0.0
Chongqing-Gas-2022,2025.04.11.20,Gas,0.0
Chongqing-Gas-2022,2025.05.22.00,Gas,0.0
Chongqing-Gas-2022,2025.05.22.04,Gas,0.0
Chongqing-Gas-2022,2025.05.22.08,Gas,0.0
Chongqing-Gas-2022,2025.05.22.12,Gas,0.0
Chongqing-Gas-2022,2025.05.22.16,Gas,0.0
Chongqing-Gas-2022,2025.05.22.20,Gas,0.0
Chongqing-Gas-2022,2025.06.16.00,Gas,0.0
Chongqing-Gas-2022,2025.06.16.04,Gas,0.0
Chongqing-Gas-2022,2025.06.16.08,Gas,0.0
Chongqing-Gas-2022,2025.06.16.12,Gas,0.0
Chongqing-Gas-2022,2025.06.16.16,Gas,0.0
Chongqing-Gas-2022,2025.06.16.20,Gas,0.0
Chongqing-Gas-2022,2025.07.22.00,Gas,0.0
Chongqing-Gas-2022,2025.07.22.04,Gas,0.0
Chongqing-Gas-2022,2025.07.22.08,Gas,0.0
Chongqing-Gas-2022,2025.07.22.12,Gas,0.0
Chongqing-Gas-2022,2025.07.22.16,Gas,0.0
Chongqing-Gas-2022,2025.07.22.20,Gas,0.0
Chongqing-Gas-2022,2025.08.19.00,Gas,0.0
Chongqing-Gas-2022,2025.08.19.04,Gas,0.0
Chongqing-Gas-2022,2025.08.19.08,Gas,0.0
Chongqing-Gas-2022,2025.08.19.12,Gas,0.0
Chongqing-Gas-2022,2025.08.19.16,Gas,0.0
Chongqing-Gas-2022,2025.08.19.20,Gas,0.0
Chongqing-Gas-2022,2025.09.20.00,Gas,0.0
Chongqing-Gas-2022,2025.09.20.04,Gas,0.0
Chongqing-Gas-2022,2025.09.20.08,Gas,0.0
Chongqing-Gas-2022,2025.09.20.12,Gas,0.0
Chongqing-Gas-2022,2025.09.20.16,Gas,0.0
Chongqing-Gas-2022,2025.09.20.20,Gas,0.0
Chongqing-Gas-2022,2025.10.26.00,Gas,0.0
Chongqing-Gas-2022,2025.10.26.04,Gas,0.0
Chongqing-Gas-2022,2025.10.26.08,Gas,0.0
Chongqing-Gas-2022,2025.10.26.12,Gas,0.0
Chongqing-Gas-2022,2025.10.26.16,Gas,0.0
Chongqing-Gas-2022,2025.10.26.20,Gas,0.0
Chongqing-Gas-2022,2025.11.19.00,Gas,0.0
Chongqing-Gas-2022,2025.11.19.04,Gas,0.0
Chongqing-Gas-2022,2025.11.19.08,Gas,0.0
Chongqing-Gas-2022,2025.11.19.12,Gas,0.0
Chongqing-Gas-2022,2025.11.19.16,Gas,0.0
Chongqing-Gas-2022,2025.11.19.20,Gas,0.0
Chongqing-Gas-2022,2025.12.16.00,Gas,0.0
Chongqing-Gas-2022,2025.12.16.04,Gas,0.0
Chongqing-Gas-2022,2025.12.16.08,Gas,0.0
Chongqing-Gas-2022,2025.12.16.12,Gas,0.0
Chongqing-Gas-2022,2025.12.16.16,Gas,0.0
Chongqing-Gas-2022,2025.12.16.20,Gas,0.0
East_Inner_Mongolia-Coal-2022,2025.01.22.00,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.04,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.08,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.12,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.01.22.16,Coal,338219.29593561654
East_Inner_Mongolia-Coal-2022,2025.01.22.20,Coal,341089.06715709553
East_Inner_Mongolia-Coal-2022,2025.02.08.00,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.04,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.08,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.12,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.16,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.02.08.20,Coal,384396.83749999997
East_Inner_Mongolia-Coal-2022,2025.03.21.00,Coal,374731.87625065714
East_Inner_Mongolia-Coal-2022,2025.03.21.04,Coal,384396.83749999997
